id,name,position_gw1,team_gw1,prob_injury_gw1,xcost_gw1,xmins_gw1,xpts_gw1,position_gw2,team_gw2,prob_injury_gw2,xcost_gw2,xmins_gw2,xpts_gw2,position_gw3,team_gw3,prob_injury_gw3,xcost_gw3,xmins_gw3,xpts_gw3,position_gw4,team_gw4,prob_injury_gw4,xcost_gw4,xmins_gw4,xpts_gw4,total_xmins,total_xpts
618,G.Rodriguez,MID,WHM,0.0,5.0,70.0,2.0,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,70.0,2.0
619,L.Guilherme,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,1.0,5.0,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,29.0,1.0,29.0,1.0
620,Earthy,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,0.0,0.0,0.0,0.0
621,Irving,MID,WHM,0.0,4.5,8.0,1.0,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,15.0,1.0,MID,WHM,0.0,4.5,1.0,1.0,24.0,3.0
622,Orford,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,1.0,4.4,0.0,0.0,MID,WHM,1.0,4.4,0.0,0.0,0.0,0.0
623,Potts,MID,WHM,0.0,4.5,0.0,0.0,MID,WHM,0.0,4.5,45.0,1.0,MID,WHM,0.0,4.4,0.0,0.0,MID,WHM,0.0,4.4,0.0,0.0,45.0,1.0
624,Bowen,FWD,WHM,0.0,8.0,90.0,2.0,FWD,WHM,0.0,7.8,90.0,2.0,FWD,WHM,0.0,7.8,90.0,9.0,FWD,WHM,0.0,7.8,90.0,2.0,360.0,15.0
625,Füllkrug,FWD,WHM,0.0,6.0,90.0,2.0,FWD,WHM,0.0,5.9,45.0,1.0,FWD,WHM,0.0,5.8,63.0,2.0,FWD,WHM,0.0,5.8,0.0,0.0,198.0,5.0
626,Marshall,FWD,WHM,0.0,4.5,0.0,0.0,FWD,WHM,0.0,4.5,0.0,0.0,FWD,WHM,0.0,4.4,0.0,0.0,FWD,WHM,0.0,4.4,0.0,0.0,0.0,0.0
627,Johnstone,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.5,90.0,3.0,90.0,3.0
628,José Sá,GKP,WOL,0.0,4.5,90.0,0.0,GKP,WOL,0.0,4.5,90.0,3.0,GKP,WOL,0.0,4.5,90.0,1.0,GKP,WOL,0.0,4.5,0.0,0.0,270.0,4.0
629,Bentley,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,0.0,0.0
630,King,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,0.0,0.0
631,Agbadou,DEF,WOL,0.0,4.5,90.0,0.0,DEF,WOL,0.0,4.5,90.0,4.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,4.0,360.0,9.0
632,Doherty,DEF,WOL,0.0,4.5,90.0,-1.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,180.0,0.0
633,H.Bueno,DEF,WOL,0.0,4.5,18.0,1.0,DEF,WOL,0.0,4.5,45.0,0.0,DEF,WOL,0.25,4.5,74.0,1.0,DEF,WOL,0.0,4.4,90.0,4.0,227.0,6.0
634,Mosquera,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,65.0,2.0,65.0,2.0
635,R.Gomes,DEF,WOL,0.0,4.5,17.0,1.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,27.0,7.0,DEF,WOL,0.0,4.5,76.0,2.0,120.0,10.0
636,S.Bueno,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,34.0,1.0,DEF,WOL,0.0,4.5,90.0,3.0,DEF,WOL,0.0,4.5,0.0,0.0,124.0,4.0
637,Toti,DEF,WOL,0.0,4.5,90.0,0.0,DEF,WOL,0.0,4.5,48.0,-2.0,DEF,WOL,0.0,4.4,90.0,3.0,DEF,WOL,0.0,4.4,90.0,2.0,318.0,3.0
638,Hoever,DEF,WOL,0.0,4.0,72.0,1.0,DEF,WOL,0.25,4.0,34.0,1.0,DEF,WOL,0.25,4.0,0.0,0.0,DEF,WOL,0.75,4.0,0.0,0.0,106.0,2.0
639,Meupiyou,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,0.0,0.0
640,Pedro Lima,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,0.0,0.0
641,Pond,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,0.0,0.0
642,Hee Chan,MID,WOL,0.0,6.0,8.0,1.0,MID,WOL,0.0,5.9,12.0,1.0,MID,WOL,0.0,5.9,75.0,7.0,MID,WOL,0.0,5.9,76.0,2.0,171.0,11.0
643,André,MID,WOL,0.0,5.5,71.0,4.0,MID,WOL,0.0,5.5,45.0,1.0,MID,WOL,0.0,5.5,63.0,2.0,MID,WOL,0.0,5.4,65.0,1.0,244.0,8.0
644,Bellegarde,MID,WOL,0.0,5.5,72.0,2.0,MID,WOL,0.0,5.5,45.0,1.0,MID,WOL,0.0,5.4,26.0,1.0,MID,WOL,0.0,5.4,24.0,1.0,167.0,5.0
645,Fer López,MID,WOL,0.0,5.5,18.0,1.0,MID,WOL,0.0,5.4,0.0,0.0,MID,WOL,0.0,5.4,26.0,1.0,MID,WOL,0.0,5.4,13.0,1.0,57.0,3.0
646,Gomes,MID,WOL,0.0,5.5,90.0,2.0,MID,WOL,0.0,5.5,90.0,1.0,MID,WOL,0.0,5.5,90.0,2.0,MID,WOL,0.0,5.4,90.0,3.0,360.0,8.0
647,Guedes,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,0.0,0.0
648,Munetsi,MID,WOL,0.0,5.5,90.0,2.0,MID,WOL,0.0,5.5,90.0,2.0,MID,WOL,0.0,5.5,90.0,5.0,MID,WOL,0.0,5.5,24.0,0.0,294.0,9.0
649,B.Traore,MID,WOL,1.0,5.0,0.0,0.0,MID,WOL,1.0,5.0,0.0,0.0,MID,WOL,1.0,5.0,0.0,0.0,MID,WOL,1.0,5.0,0.0,0.0,0.0,0.0
650,Chirewa,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,0.0,0.0
651,Edozie,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,0.0,0.0
652,Gonzalez,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,MID,WOL,0.0,4.4,0.0,0.0,0.0,0.0
653,Hodge,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,0.0,0.0
654,Strand Larsen,FWD,WOL,0.0,6.5,81.0,2.0,FWD,WOL,0.0,6.5,77.0,2.0,FWD,WOL,0.25,6.4,0.0,0.0,FWD,WOL,1.0,6.4,0.0,0.0,158.0,4.0
655,Fábio Silva,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,0.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,0.0,0.0
656,Kalajdžić,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,1.0,4.9,14.0,1.0,FWD,WOL,1.0,4.9,0.0,0.0,14.0,1.0
657,Chiwome,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,0.0,0.0
658,Fraser,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.4,0.0,0.0,FWD,WOL,0.0,4.4,0.0,0.0,0.0,0.0
659,Walker-Peters,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,20.0,1.0,DEF,WHM,0.0,4.4,90.0,6.0,DEF,WHM,0.0,4.4,90.0,1.0,200.0,8.0
660,Stach,MID,LEE,0.0,5.0,90.0,8.0,MID,LEE,0.0,5.0,90.0,2.0,MID,LEE,0.0,5.0,90.0,3.0,MID,LEE,0.0,5.0,90.0,1.0,360.0,14.0
661,Ekitiké,FWD,LIV,0.0,8.6,71.0,11.0,FWD,LIV,0.0,8.7,79.0,9.0,FWD,LIV,0.0,8.7,78.0,2.0,FWD,LIV,0.0,8.8,71.0,2.0,299.0,24.0
662,Mosquera,DEF,ARS,0.0,5.5,0.0,0.0,DEF,ARS,0.0,5.4,26.0,1.0,DEF,ARS,0.0,5.4,85.0,2.0,DEF,ARS,0.0,5.4,90.0,7.0,201.0,10.0
663,J.Arias,MID,WOL,0.0,5.5,17.0,1.0,MID,WOL,0.0,5.4,55.0,1.0,MID,WOL,0.0,5.4,63.0,2.0,MID,WOL,0.0,5.3,24.0,1.0,159.0,5.0
664,Lecomte,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,0.0,0.0
665,Perri,GKP,LEE,0.0,4.5,90.0,6.0,GKP,LEE,0.0,4.5,90.0,0.0,GKP,LEE,0.0,4.5,90.0,6.0,GKP,LEE,1.0,4.5,0.0,0.0,270.0,12.0
666,Gyökeres,FWD,ARS,0.0,9.0,59.0,1.0,FWD,ARS,0.0,9.0,90.0,12.0,FWD,ARS,0.0,9.0,90.0,1.0,FWD,ARS,0.0,9.0,67.0,6.0,306.0,20.0
667,Aznou,DEF,EVE,0.0,4.5,0.0,0.0,DEF,EVE,0.0,4.4,0.0,0.0,DEF,EVE,0.75,4.4,0.0,0.0,DEF,EVE,0.0,4.4,0.0,0.0,0.0,0.0
668,Xhaka,MID,SUN,0.0,5.0,90.0,3.0,MID,SUN,0.0,5.0,90.0,4.0,MID,SUN,0.0,5.0,90.0,4.0,MID,SUN,0.0,5.0,90.0,5.0,360.0,16.0
669,Ndoye,MID,NOT,0.0,6.0,78.0,9.0,MID,NOT,0.0,6.0,70.0,7.0,MID,NOT,0.0,6.1,57.0,1.0,MID,NOT,0.0,6.1,90.0,2.0,295.0,19.0
670,Roefs,GKP,SUN,0.0,4.5,90.0,8.0,GKP,SUN,0.0,4.5,90.0,1.0,GKP,SUN,0.0,4.5,90.0,8.0,GKP,SUN,0.0,4.5,90.0,10.0,360.0,27.0
671,Wilson,FWD,WHM,0.0,6.0,19.0,1.0,FWD,WHM,0.0,5.9,45.0,1.0,FWD,WHM,0.0,5.9,26.0,7.0,FWD,WHM,0.0,5.9,22.0,1.0,112.0,10.0
672,Hato,DEF,CHE,0.0,5.0,0.0,0.0,DEF,CHE,0.0,4.9,21.0,0.0,DEF,CHE,0.0,4.9,0.0,0.0,DEF,CHE,0.0,4.8,45.0,0.0,66.0,0.0
673,J.Palhinha,MID,TOT,0.0,5.5,10.0,1.0,MID,TOT,0.0,5.5,90.0,11.0,MID,TOT,0.0,5.5,53.0,1.0,MID,TOT,0.0,5.5,90.0,3.0,243.0,16.0
674,Ramsdale,GKP,NEW,0.0,5.0,0.0,0.0,GKP,NEW,0.0,5.0,0.0,0.0,GKP,NEW,0.0,4.9,0.0,0.0,GKP,NEW,0.0,4.9,0.0,0.0,0.0,0.0
675,Gunn,GKP,NOT,0.0,4.0,0.0,0.0,GKP,NOT,0.0,4.0,0.0,0.0,GKP,NOT,0.0,4.0,0.0,0.0,GKP,NOT,0.0,4.0,0.0,0.0,0.0,0.0
676,Ugochukwu,MID,BUR,0.0,5.0,27.0,1.0,MID,BUR,0.0,5.0,68.0,3.0,MID,BUR,0.0,5.0,75.0,2.0,MID,BUR,1.0,5.0,83.0,-1.0,253.0,5.0
677,Guessand,MID,AST,0.0,6.5,0.0,0.0,MID,AST,0.0,6.5,15.0,1.0,MID,AST,0.0,6.4,45.0,1.0,MID,AST,0.0,6.4,45.0,1.0,105.0,3.0
678,Masuaku,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,0.0,0.0
679,Hermansen,GKP,WHM,0.0,4.5,90.0,1.0,GKP,WHM,0.0,4.5,90.0,0.0,GKP,WHM,0.0,4.5,90.0,7.0,GKP,WHM,0.0,4.5,90.0,1.0,360.0,9.0
680,Broja,FWD,BUR,0.0,5.5,0.0,0.0,FWD,BUR,0.25,5.5,0.0,0.0,FWD,BUR,0.0,5.4,0.0,0.0,FWD,BUR,0.0,5.4,1.0,1.0,1.0,1.0
681,Šeško,FWD,MUN,0.0,7.5,25.0,1.0,FWD,MUN,0.0,7.5,37.0,1.0,FWD,MUN,0.0,7.4,18.0,1.0,FWD,MUN,0.0,7.4,79.0,2.0,159.0,5.0
682,Møller Wolfe,DEF,WOL,0.0,4.5,71.0,1.0,DEF,WOL,0.0,4.5,45.0,1.0,DEF,WOL,0.0,4.5,15.0,4.0,DEF,WOL,0.0,4.5,0.0,0.0,131.0,6.0
683,Alderete,DEF,SUN,0.0,4.0,37.0,4.0,DEF,SUN,0.0,4.0,90.0,1.0,DEF,SUN,0.0,4.0,90.0,4.0,DEF,SUN,0.0,4.0,90.0,9.0,307.0,18.0
684,Thiaw,DEF,NEW,0.0,5.0,0.0,0.0,DEF,NEW,0.0,5.0,9.0,1.0,DEF,NEW,0.0,5.0,0.0,0.0,DEF,NEW,0.0,5.0,0.0,0.0,9.0,1.0
685,Diakité,DEF,BOU,0.0,4.5,90.0,0.0,DEF,BOU,0.0,4.5,90.0,10.0,DEF,BOU,0.0,4.5,90.0,6.0,DEF,BOU,0.5,4.5,0.0,0.0,270.0,16.0
686,Ngumoha,MID,LIV,0.0,4.5,0.0,0.0,MID,LIV,0.0,4.5,1.0,6.0,MID,LIV,0.0,4.5,0.0,0.0,MID,LIV,0.0,4.5,3.0,1.0,4.0,7.0
687,Rees-Dottin,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,0.0,4.5,0.0,0.0,0.0,0.0
688,Wright,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,0.0,0.0
689,Seung soo,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.5,0.0,0.0,0.0,0.0
690,Cardines,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,0.0,4.5,0.0,0.0,0.0,0.0
691,Calvert-Lewin,FWD,LEE,0.0,5.5,0.0,0.0,FWD,LEE,0.25,5.5,0.0,0.0,FWD,LEE,0.0,5.5,20.0,1.0,FWD,LEE,0.0,5.5,68.0,2.0,88.0,3.0
692,Leoni,DEF,LIV,0.0,5.0,0.0,0.0,DEF,LIV,0.0,5.0,0.0,0.0,DEF,LIV,0.0,5.0,0.0,0.0,DEF,LIV,0.0,5.0,0.0,0.0,0.0,0.0
693,Hutchinson,MID,NOT,0.0,5.5,0.0,0.0,MID,NOT,0.0,5.5,8.0,1.0,MID,NOT,0.0,5.5,1.0,1.0,MID,NOT,0.0,5.5,0.0,0.0,9.0,2.0
694,Mukiele,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,90.0,4.0,DEF,SUN,0.0,4.0,90.0,10.0,180.0,14.0
695,Tchatchoua,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,55.0,1.0,DEF,WOL,0.0,4.5,62.0,1.0,DEF,WOL,0.0,4.5,13.0,1.0,130.0,3.0
696,Kalimuendo,FWD,NOT,0.0,6.0,0.0,0.0,FWD,NOT,0.0,6.0,19.0,1.0,FWD,NOT,0.0,6.0,1.0,1.0,FWD,NOT,0.0,6.0,30.0,1.0,50.0,3.0
697,Adli,MID,BOU,0.0,0.0,0.0,0.0,MID,BOU,0.0,5.5,0.0,0.0,MID,BOU,0.0,5.5,26.0,1.0,MID,BOU,0.0,5.5,23.0,1.0,49.0,2.0
698,Okafor,MID,LEE,0.0,0.0,0.0,0.0,MID,LEE,0.0,5.5,0.0,0.0,MID,LEE,0.0,5.5,0.0,0.0,MID,LEE,0.0,5.5,67.0,2.0,67.0,2.0
699,Douglas Luiz,MID,NOT,0.0,0.0,0.0,0.0,MID,NOT,0.0,5.0,0.0,0.0,MID,NOT,0.0,5.0,0.0,0.0,MID,NOT,0.0,5.0,0.0,0.0,0.0,0.0
700,Dowman,MID,ARS,0.0,0.0,0.0,0.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,1.0,1.0,MID,ARS,0.0,4.5,0.0,0.0,1.0,1.0
701,Rowe,DEF,AST,0.0,0.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,0.0,0.0
702,Burrowes,MID,AST,0.0,0.0,0.0,0.0,MID,AST,0.0,4.5,0.0,0.0,MID,AST,0.0,4.5,16.0,1.0,MID,AST,0.0,4.5,0.0,0.0,16.0,1.0
703,Proctor,GKP,AST,0.0,0.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,0.0,0.0
704,Onyango,MID,EVE,0.0,0.0,0.0,0.0,MID,EVE,0.0,4.5,0.0,0.0,MID,EVE,1.0,4.5,0.0,0.0,MID,EVE,1.0,4.5,0.0,0.0,0.0,0.0
705,Campbell,DEF,EVE,0.0,0.0,0.0,0.0,DEF,EVE,0.0,4.0,0.0,0.0,DEF,EVE,0.0,4.0,0.0,0.0,DEF,EVE,0.0,4.0,0.0,0.0,0.0,0.0
706,Justin,DEF,LEE,0.0,0.0,0.0,0.0,DEF,LEE,0.0,4.0,0.0,0.0,DEF,LEE,0.0,4.0,10.0,1.0,DEF,LEE,0.0,4.0,0.0,0.0,10.0,1.0
707,Dibling,MID,EVE,0.0,0.0,0.0,0.0,MID,EVE,0.0,5.5,0.0,0.0,MID,EVE,0.0,5.5,0.0,0.0,MID,EVE,0.0,5.5,0.0,0.0,0.0,0.0
708,M.Fernandes,MID,WHM,0.0,0.0,0.0,0.0,MID,WHM,0.0,0.0,0.0,0.0,MID,WHM,0.0,5.5,0.0,0.0,MID,WHM,0.0,5.5,60.0,2.0,60.0,2.0
709,Krejčí,DEF,WOL,0.0,0.0,0.0,0.0,DEF,WOL,0.0,0.0,0.0,0.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,90.0,1.0,90.0,1.0
710,Patterson,DEF,AST,0.0,0.0,0.0,0.0,DEF,AST,0.0,0.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,0.0,0.0
711,Harriman-Annous,MID,ARS,0.0,0.0,0.0,0.0,MID,ARS,0.0,0.0,0.0,0.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,0.0,0.0,0.0,0.0
712,Yeremy,MID,CRY,0.0,0.0,0.0,0.0,MID,CRY,0.0,0.0,0.0,0.0,MID,CRY,0.25,6.0,0.0,0.0,MID,CRY,0.0,6.0,83.0,3.0,83.0,3.0
713,A.Jimenez,DEF,BOU,0.0,0.0,0.0,0.0,DEF,BOU,0.0,0.0,0.0,0.0,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.5,3.0,0.0,3.0,0.0
714,Woltemade,FWD,NEW,0.0,0.0,0.0,0.0,FWD,NEW,0.0,0.0,0.0,0.0,FWD,NEW,0.0,7.0,0.0,0.0,FWD,NEW,0.0,7.0,64.0,9.0,64.0,9.0
715,John,GKP,NOT,0.0,0.0,0.0,0.0,GKP,NOT,0.0,0.0,0.0,0.0,GKP,NOT,0.0,4.0,0.0,0.0,GKP,NOT,0.0,4.0,0.0,0.0,0.0,0.0
716,Savona,DEF,NOT,0.0,0.0,0.0,0.0,DEF,NOT,0.0,0.0,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,53.0,0.0,53.0,0.0
717,Xavi,MID,TOT,0.0,0.0,0.0,0.0,MID,TOT,0.0,0.0,0.0,0.0,MID,TOT,0.0,7.0,0.0,0.0,MID,TOT,0.0,7.0,70.0,6.0,70.0,6.0
718,S.Magassa,MID,WHM,0.0,0.0,0.0,0.0,MID,WHM,0.0,0.0,0.0,0.0,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,5.0,29.0,1.0,29.0,1.0
719,Lindelöf,DEF,AST,0.0,0.0,0.0,0.0,DEF,AST,0.0,0.0,0.0,0.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,7.0,1.0,7.0,1.0
720,Tolu,FWD,WOL,0.0,0.0,0.0,0.0,FWD,WOL,0.0,0.0,0.0,0.0,FWD,WOL,0.0,5.5,0.0,0.0,FWD,WOL,0.0,5.5,65.0,2.0,65.0,2.0
721,Milosavljević,DEF,BOU,0.0,0.0,0.0,0.0,DEF,BOU,0.0,0.0,0.0,0.0,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.5,90.0,4.0,90.0,4.0
722,Florentino,MID,BUR,0.0,0.0,0.0,0.0,MID,BUR,0.0,0.0,0.0,0.0,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,0.0,5.0,27.0,1.0,27.0,1.0
723,Canvot,DEF,CRY,0.0,0.0,0.0,0.0,DEF,CRY,0.0,0.0,0.0,0.0,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,0.0,0.0,0.0,0.0
724,Geertruida,DEF,SUN,0.0,0.0,0.0,0.0,DEF,SUN,0.0,0.0,0.0,0.0,DEF,SUN,0.0,4.5,0.0,0.0,DEF,SUN,0.0,4.5,6.0,1.0,6.0,1.0
725,Hincapie,DEF,ARS,0.0,0.0,0.0,0.0,DEF,ARS,0.0,0.0,0.0,0.0,DEF,ARS,0.0,5.5,0.0,0.0,DEF,ARS,0.0,5.5,0.0,0.0,0.0,0.0
726,Kolo Muani,FWD,TOT,0.0,0.0,0.0,0.0,FWD,TOT,0.0,0.0,0.0,0.0,FWD,TOT,0.0,7.0,0.0,0.0,FWD,TOT,0.0,7.0,0.0,0.0,0.0,0.0
727,Chukwueze,MID,FUL,0.0,0.0,0.0,0.0,MID,FUL,0.0,0.0,0.0,0.0,MID,FUL,0.0,5.5,0.0,0.0,MID,FUL,0.0,5.5,0.0,0.0,0.0,0.0
728,Röhl,MID,EVE,0.0,0.0,0.0,0.0,MID,EVE,0.0,0.0,0.0,0.0,MID,EVE,0.0,5.0,0.0,0.0,MID,EVE,0.0,5.0,24.0,1.0,24.0,1.0
729,Cuiabano,DEF,NOT,0.0,0.0,0.0,0.0,DEF,NOT,0.0,0.0,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,0.0,0.0
730,Brobbey,FWD,SUN,0.0,0.0,0.0,0.0,FWD,SUN,0.0,0.0,0.0,0.0,FWD,SUN,0.0,5.5,0.0,0.0,FWD,SUN,0.0,5.5,21.0,1.0,21.0,1.0
731,Kevin,MID,FUL,0.0,0.0,0.0,0.0,MID,FUL,0.0,0.0,0.0,0.0,MID,FUL,0.0,6.0,0.0,0.0,MID,FUL,0.0,6.0,14.0,1.0,14.0,1.0
732,Uche,FWD,CRY,0.0,0.0,0.0,0.0,FWD,CRY,0.0,0.0,0.0,0.0,FWD,CRY,0.0,5.5,0.0,0.0,FWD,CRY,0.0,5.5,6.0,1.0,6.0,1.0
733,Lammens,GKP,MUN,0.0,0.0,0.0,0.0,GKP,MUN,0.0,0.0,0.0,0.0,GKP,MUN,0.0,5.0,0.0,0.0,GKP,MUN,0.0,5.0,0.0,0.0,0.0,0.0
734,Bakwa,MID,NOT,0.0,0.0,0.0,0.0,MID,NOT,0.0,0.0,0.0,0.0,MID,NOT,0.0,6.0,0.0,0.0,MID,NOT,0.0,6.0,30.0,1.0,30.0,1.0
735,Traoré,MID,SUN,0.0,0.0,0.0,0.0,MID,SUN,0.0,0.0,0.0,0.0,MID,SUN,0.0,5.5,0.0,0.0,MID,SUN,0.0,5.5,0.0,0.0,0.0,0.0
736,Donnarumma,GKP,MCI,0.0,0.0,0.0,0.0,GKP,MCI,0.0,0.0,0.0,0.0,GKP,MCI,0.0,5.5,0.0,0.0,GKP,MCI,0.0,5.5,90.0,6.0,90.0,6.0
737,Kusi-Asare,FWD,FUL,0.0,0.0,0.0,0.0,FWD,FUL,0.0,0.0,0.0,0.0,FWD,FUL,0.0,0.0,0.0,0.0,FWD,FUL,0.0,4.5,0.0,0.0,0.0,0.0
738,Fabianski,GKP,WHM,0.0,0.0,0.0,0.0,GKP,WHM,0.0,0.0,0.0,0.0,GKP,WHM,0.0,0.0,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,0.0,0.0
739,Mukasa,MID,MCI,0.0,0.0,0.0,0.0,MID,MCI,0.0,0.0,0.0,0.0,MID,MCI,0.0,0.0,0.0,0.0,MID,MCI,0.0,4.5,0.0,0.0,0.0,0.0
740,Mfuni,DEF,MCI,0.0,0.0,0.0,0.0,DEF,MCI,0.0,0.0,0.0,0.0,DEF,MCI,0.0,0.0,0.0,0.0,DEF,MCI,0.0,4.0,0.0,0.0,0.0,0.0
