id,name,position_gw1,team_gw1,prob_injury_gw1,xcost_gw1,xmins_gw1,xpts_gw1,position_gw2,team_gw2,prob_injury_gw2,xcost_gw2,xmins_gw2,xpts_gw2,position_gw3,team_gw3,prob_injury_gw3,xcost_gw3,xmins_gw3,xpts_gw3,position_gw4,team_gw4,prob_injury_gw4,xcost_gw4,xmins_gw4,xpts_gw4,total_xmins,total_xpts
493,Longstaff,MID,LEE,0.0,5.0,1.0,1.0,MID,LEE,0.0,4.9,32.0,1.0,MID,LEE,0.0,4.9,90.0,5.0,MID,LEE,0.0,4.9,90.0,2.0,213.0,9.0
494,Willock,MID,NEW,1.0,5.0,0.0,0.0,MID,NEW,0.0,5.0,0.0,0.0,MID,NEW,0.0,5.0,0.0,0.0,MID,NEW,0.0,5.0,25.0,1.0,25.0,1.0
495,Hayden,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,0.0,0.0
496,Kuol,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.5,0.0,0.0,MID,NEW,0.0,4.4,0.0,0.0,0.0,0.0
497,L.Miley,MID,NEW,0.0,4.5,7.0,1.0,MID,NEW,0.0,4.5,24.0,1.0,MID,NEW,0.0,4.5,45.0,1.0,MID,NEW,0.0,4.5,0.0,0.0,76.0,3.0
498,White,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,MID,NEW,1.0,4.5,0.0,0.0,0.0,0.0
499,Isak,FWD,NEW,1.0,10.5,0.0,0.0,FWD,NEW,1.0,10.4,0.0,0.0,FWD,LIV,0.0,10.4,0.0,0.0,FWD,LIV,0.0,10.4,0.0,0.0,0.0,0.0
500,Osula,FWD,NEW,0.0,5.5,1.0,1.0,FWD,NEW,0.0,5.5,14.0,5.0,FWD,NEW,0.0,5.5,90.0,2.0,FWD,NEW,0.0,5.5,25.0,1.0,130.0,9.0
501,Neave,FWD,NEW,0.0,4.5,0.0,0.0,FWD,NEW,0.0,4.5,0.0,0.0,FWD,NEW,0.0,4.4,0.0,0.0,FWD,NEW,0.0,4.4,0.0,0.0,0.0,0.0
502,Sels,GKP,NOT,0.0,5.0,90.0,2.0,GKP,NOT,0.0,5.0,90.0,2.0,GKP,NOT,0.0,5.0,90.0,2.0,GKP,NOT,0.0,5.0,90.0,1.0,360.0,7.0
503,C.Miguel,GKP,NOT,0.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,0.0,0.0
504,Turner,GKP,NOT,1.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,GKP,NOT,1.0,4.0,0.0,0.0,0.0,0.0
505,Milenković,DEF,NOT,0.0,5.5,90.0,2.0,DEF,NOT,0.0,5.5,90.0,2.0,DEF,NOT,0.0,5.5,90.0,1.0,DEF,NOT,0.0,5.5,90.0,1.0,360.0,6.0
506,Murillo,DEF,NOT,0.0,5.5,90.0,2.0,DEF,NOT,0.0,5.5,90.0,1.0,DEF,NOT,0.0,5.5,90.0,1.0,DEF,NOT,0.25,5.5,36.0,3.0,306.0,7.0
507,Aina,DEF,NOT,0.0,5.0,90.0,4.0,DEF,NOT,0.0,5.0,90.0,1.0,DEF,NOT,0.0,5.0,90.0,1.0,DEF,NOT,0.75,4.9,0.0,0.0,270.0,6.0
508,N.Williams,DEF,NOT,0.0,5.0,90.0,1.0,DEF,NOT,0.0,5.0,90.0,2.0,DEF,NOT,0.0,5.0,90.0,1.0,DEF,NOT,0.0,5.0,90.0,0.0,360.0,4.0
509,David Carmo,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,0.0,0.0
510,Jair Cunha,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.4,0.0,0.0,DEF,NOT,0.0,4.4,0.0,0.0,0.0,0.0
511,Morato,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.4,0.0,0.0,DEF,NOT,0.0,4.4,90.0,1.0,90.0,1.0
512,O.Richards,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,DEF,NOT,1.0,4.5,0.0,0.0,0.0,0.0
513,Abbott,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,0.0,0.0
514,Boly,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,DEF,NOT,0.0,4.0,0.0,0.0,0.0,0.0
515,Gibbs-White,MID,NOT,0.0,7.5,83.0,5.0,MID,NOT,0.0,7.5,81.0,2.0,MID,NOT,0.0,7.5,90.0,2.0,MID,NOT,0.0,7.5,72.0,2.0,326.0,11.0
516,Hudson-Odoi,MID,NOT,0.0,6.0,90.0,2.0,MID,NOT,0.0,6.0,71.0,10.0,MID,NOT,0.0,6.0,88.0,2.0,MID,NOT,0.0,6.0,59.0,1.0,308.0,15.0
517,Anderson,MID,NOT,0.0,5.5,90.0,6.0,MID,NOT,0.0,5.5,90.0,2.0,MID,NOT,0.0,5.5,90.0,2.0,MID,NOT,0.0,5.5,90.0,4.0,360.0,14.0
518,Jota,MID,NOT,0.0,5.5,11.0,1.0,MID,NOT,0.0,5.5,0.0,0.0,MID,NOT,0.0,5.4,0.0,0.0,MID,NOT,1.0,5.4,0.0,0.0,11.0,1.0
519,Dominguez,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,0.0,0.0
520,O'Brien,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,MID,NOT,1.0,5.0,0.0,0.0,0.0,0.0
521,Sangaré,MID,NOT,0.0,5.0,90.0,2.0,MID,NOT,0.0,5.0,87.0,2.0,MID,NOT,0.0,5.0,88.0,4.0,MID,NOT,0.0,5.0,72.0,2.0,337.0,10.0
522,Yates,MID,NOT,0.0,5.0,6.0,1.0,MID,NOT,0.0,5.0,2.0,1.0,MID,NOT,0.0,4.9,0.0,0.0,MID,NOT,0.0,4.9,17.0,1.0,25.0,3.0
523,Da Silva Moreira,MID,NOT,0.0,4.5,0.0,0.0,MID,NOT,0.0,4.5,0.0,0.0,MID,NOT,1.0,4.5,0.0,0.0,MID,NOT,1.0,4.5,0.0,0.0,0.0,0.0
524,Stamenic,MID,NOT,0.0,4.5,0.0,0.0,MID,NOT,1.0,4.5,0.0,0.0,MID,NOT,1.0,4.5,0.0,0.0,MID,NOT,1.0,4.5,0.0,0.0,0.0,0.0
525,Wood,FWD,NOT,0.0,7.6,78.0,13.0,FWD,NOT,0.0,7.7,87.0,2.0,FWD,NOT,0.0,7.7,72.0,2.0,FWD,NOT,0.0,7.6,59.0,1.0,296.0,18.0
526,Igor Jesus,FWD,NOT,0.0,6.0,11.0,1.0,FWD,NOT,0.0,5.9,2.0,1.0,FWD,NOT,0.0,5.9,17.0,1.0,FWD,NOT,0.0,5.8,0.0,0.0,30.0,3.0
527,Awoniyi,FWD,NOT,0.0,5.5,0.0,0.0,FWD,NOT,0.0,5.4,0.0,0.0,FWD,NOT,0.0,5.4,0.0,0.0,FWD,NOT,0.0,5.3,0.0,0.0,0.0,0.0
528,Patterson,GKP,SUN,0.0,4.5,0.0,0.0,GKP,SUN,0.0,4.5,0.0,0.0,GKP,SUN,0.0,4.4,0.0,0.0,GKP,SUN,0.0,4.4,0.0,0.0,0.0,0.0
529,Moore,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,0.0,0.0
530,Nna Noukeu,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,GKP,SUN,0.0,4.0,0.0,0.0,0.0,0.0
531,Ballard,DEF,SUN,0.0,4.5,90.0,17.0,DEF,SUN,0.25,4.6,8.0,1.0,DEF,SUN,1.0,4.6,0.0,0.0,DEF,SUN,0.25,4.6,0.0,0.0,98.0,18.0
532,Hume,DEF,SUN,0.0,4.5,90.0,6.0,DEF,SUN,0.0,4.5,90.0,1.0,DEF,SUN,0.0,4.5,90.0,2.0,DEF,SUN,0.0,4.5,90.0,6.0,360.0,15.0
533,Alese,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,0.5,4.0,0.0,0.0,0.0,0.0
534,Anderson,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,0.0,0.0
535,Cirkin,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,0.0,0.0
536,Hjelde,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,0.0,0.0
537,Huggins,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,0.0,0.0
538,Johnson,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,0.0,0.0
539,O'Nien,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,0.25,4.0,0.0,0.0,0.0,0.0
540,Pembele,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,DEF,SUN,0.0,4.0,0.0,0.0,0.0,0.0
541,Reinildo,DEF,SUN,0.0,4.0,90.0,6.0,DEF,SUN,0.0,4.0,90.0,3.0,DEF,SUN,0.0,4.0,90.0,1.0,DEF,SUN,0.0,4.0,90.0,6.0,360.0,16.0
542,Seelt,DEF,SUN,0.25,4.0,52.0,1.0,DEF,SUN,0.0,4.0,81.0,1.0,DEF,SUN,1.0,4.0,0.0,0.0,DEF,SUN,1.0,4.0,0.0,0.0,133.0,2.0
543,Adingra,MID,SUN,0.0,5.5,75.0,6.0,MID,SUN,0.0,5.5,62.0,1.0,MID,SUN,0.0,5.5,25.0,1.0,MID,SUN,0.0,5.4,68.0,3.0,230.0,11.0
544,Diarra,MID,SUN,0.0,5.5,90.0,3.0,MID,SUN,0.0,5.5,79.0,2.0,MID,SUN,0.0,5.5,86.0,4.0,MID,SUN,0.0,5.5,90.0,3.0,345.0,12.0
545,Roberts,MID,SUN,0.0,5.5,0.0,0.0,MID,SUN,0.0,5.4,27.0,1.0,MID,SUN,1.0,5.4,0.0,0.0,MID,SUN,1.0,5.4,0.0,0.0,27.0,1.0
546,Aleksić,MID,SUN,0.0,5.0,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,1.0,4.9,0.0,0.0,MID,SUN,1.0,4.9,0.0,0.0,0.0,0.0
547,E.Le Fée,MID,SUN,0.0,5.0,14.0,1.0,MID,SUN,0.0,4.9,27.0,1.0,MID,SUN,0.0,4.9,90.0,11.0,MID,SUN,0.25,4.9,0.0,0.0,131.0,13.0
548,Mundle,MID,SUN,1.0,5.0,0.0,0.0,MID,SUN,1.0,4.9,0.0,0.0,MID,SUN,1.0,4.9,0.0,0.0,MID,SUN,1.0,4.9,0.0,0.0,0.0,0.0
549,Neil,MID,SUN,0.0,5.0,0.0,0.0,MID,SUN,0.0,5.0,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,0.0,0.0
550,Poveda,MID,SUN,0.0,5.0,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,0.0,0.0
551,Rigg,MID,SUN,0.0,5.0,1.0,1.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,0.0,4.9,0.0,0.0,MID,SUN,0.0,4.9,1.0,1.0,2.0,2.0
552,Sadiki,MID,SUN,0.0,5.0,90.0,3.0,MID,SUN,0.0,5.0,90.0,2.0,MID,SUN,0.0,5.0,90.0,2.0,MID,SUN,0.0,5.0,83.0,3.0,353.0,10.0
553,Talbi,MID,SUN,0.0,5.0,90.0,6.0,MID,SUN,0.0,5.0,62.0,2.0,MID,SUN,0.0,5.0,64.0,3.0,MID,SUN,0.0,5.0,90.0,3.0,306.0,14.0
554,Ba,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,0.0,0.0
555,Browne,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,1.0,4.5,0.0,0.0,MID,SUN,1.0,4.5,0.0,0.0,0.0,0.0
556,Ekwah,MID,SUN,1.0,4.5,0.0,0.0,MID,SUN,1.0,4.5,0.0,0.0,MID,SUN,1.0,4.5,0.0,0.0,MID,SUN,1.0,4.5,0.0,0.0,0.0,0.0
557,H.Jones,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,0.0,0.0
558,Matete,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,0.0,0.0
559,Triantis,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.5,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,MID,SUN,0.0,4.4,0.0,0.0,0.0,0.0
560,Isidor,FWD,SUN,0.0,5.5,14.0,5.0,FWD,SUN,0.0,5.5,27.0,1.0,FWD,SUN,0.0,5.5,25.0,8.0,FWD,SUN,0.0,5.5,90.0,2.0,156.0,16.0
561,Mayenda,FWD,SUN,0.0,5.5,75.0,8.0,FWD,SUN,0.0,5.5,62.0,2.0,FWD,SUN,0.0,5.5,64.0,2.0,FWD,SUN,0.0,5.5,0.0,0.0,201.0,12.0
562,Abdullahi,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,0.0,4.4,0.0,0.0,FWD,SUN,0.0,4.4,0.0,0.0,0.0,0.0
563,Luís Hemir,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,0.0,4.4,0.0,0.0,FWD,SUN,0.0,4.4,0.0,0.0,0.0,0.0
564,Rusyn,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,0.0,4.5,0.0,0.0,FWD,SUN,1.0,4.4,0.0,0.0,FWD,SUN,1.0,4.4,0.0,0.0,0.0,0.0
565,Vicario,GKP,TOT,0.0,5.0,90.0,9.0,GKP,TOT,0.0,5.0,90.0,9.0,GKP,TOT,0.0,5.0,90.0,3.0,GKP,TOT,0.0,5.1,90.0,8.0,360.0,29.0
566,Austin,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,0.0,0.0
567,Kinsky,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,GKP,TOT,0.0,4.0,0.0,0.0,0.0,0.0
568,Pedro Porro,DEF,TOT,0.0,5.5,90.0,6.0,DEF,TOT,0.0,5.5,90.0,5.0,DEF,TOT,0.0,5.6,70.0,4.0,DEF,TOT,0.0,5.6,90.0,6.0,340.0,21.0
569,Romero,DEF,TOT,0.0,5.0,90.0,6.0,DEF,TOT,0.0,5.0,90.0,7.0,DEF,TOT,0.0,5.0,90.0,2.0,DEF,TOT,0.0,5.0,90.0,12.0,360.0,27.0
570,Danso,DEF,TOT,0.0,4.5,0.0,0.0,DEF,TOT,0.0,4.4,1.0,1.0,DEF,TOT,0.0,4.4,0.0,0.0,DEF,TOT,0.0,4.4,10.0,1.0,11.0,2.0
571,Davies,DEF,TOT,0.0,4.5,0.0,0.0,DEF,TOT,0.0,4.5,0.0,0.0,DEF,TOT,0.0,4.4,0.0,0.0,DEF,TOT,0.0,4.4,0.0,0.0,0.0,0.0
572,Dragusin,DEF,TOT,1.0,4.5,0.0,0.0,DEF,TOT,1.0,4.5,0.0,0.0,DEF,TOT,1.0,4.5,0.0,0.0,DEF,TOT,1.0,4.5,0.0,0.0,0.0,0.0
573,Spence,DEF,TOT,0.0,4.5,90.0,6.0,DEF,TOT,0.0,4.5,90.0,6.0,DEF,TOT,0.0,4.5,90.0,1.0,DEF,TOT,0.0,4.5,70.0,5.0,340.0,18.0
574,Udogie,DEF,TOT,1.0,4.5,0.0,0.0,DEF,TOT,1.0,4.4,0.0,0.0,DEF,TOT,0.0,4.4,19.0,1.0,DEF,TOT,0.0,4.4,19.0,1.0,38.0,2.0
575,Van de Ven,DEF,TOT,0.0,4.5,90.0,6.0,DEF,TOT,0.0,4.5,90.0,6.0,DEF,TOT,0.0,4.6,90.0,1.0,DEF,TOT,0.0,4.7,79.0,14.0,349.0,27.0
576,Phillips,DEF,TOT,1.0,4.0,0.0,0.0,DEF,TOT,1.0,4.0,0.0,0.0,DEF,TOT,1.0,4.0,0.0,0.0,DEF,TOT,1.0,4.0,0.0,0.0,0.0,0.0
577,Takai,DEF,TOT,0.75,4.0,0.0,0.0,DEF,TOT,1.0,4.0,0.0,0.0,DEF,TOT,0.5,4.0,0.0,0.0,DEF,TOT,0.5,4.0,0.0,0.0,0.0,0.0
578,Vuskovic,DEF,TOT,0.0,4.0,0.0,0.0,DEF,TOT,0.0,4.0,0.0,0.0,DEF,TOT,1.0,3.9,0.0,0.0,DEF,TOT,1.0,3.9,0.0,0.0,0.0,0.0
579,Son,MID,TOT,1.0,8.5,0.0,0.0,MID,TOT,1.0,8.5,0.0,0.0,MID,TOT,1.0,8.5,0.0,0.0,MID,TOT,1.0,8.5,0.0,0.0,0.0,0.0
580,Johnson,MID,TOT,0.0,7.0,79.0,8.0,MID,TOT,0.0,7.1,77.0,9.0,MID,TOT,0.0,7.1,53.0,1.0,MID,TOT,0.0,7.1,10.0,1.0,219.0,19.0
581,Maddison,MID,TOT,1.0,7.0,0.0,0.0,MID,TOT,1.0,6.9,0.0,0.0,MID,TOT,1.0,6.9,0.0,0.0,MID,TOT,1.0,6.9,0.0,0.0,0.0,0.0
582,Kudus,MID,TOT,0.0,6.5,84.0,10.0,MID,TOT,0.0,6.6,85.0,3.0,MID,TOT,0.0,6.6,90.0,2.0,MID,TOT,0.0,6.6,90.0,3.0,349.0,18.0
583,Kulusevski,MID,TOT,1.0,6.5,0.0,0.0,MID,TOT,1.0,6.5,0.0,0.0,MID,TOT,1.0,6.4,0.0,0.0,MID,TOT,1.0,6.4,0.0,0.0,0.0,0.0
584,Tel,MID,TOT,0.0,6.5,5.0,1.0,MID,TOT,0.0,6.4,0.0,0.0,MID,TOT,0.0,6.3,14.0,1.0,MID,TOT,0.0,6.3,78.0,3.0,97.0,5.0
585,Bentancur,MID,TOT,0.0,5.5,19.0,1.0,MID,TOT,0.0,5.5,90.0,3.0,MID,TOT,0.0,5.5,90.0,2.0,MID,TOT,0.0,5.4,0.0,0.0,199.0,6.0
586,Bergvall,MID,TOT,0.0,5.5,79.0,3.0,MID,TOT,0.0,5.5,4.0,1.0,MID,TOT,0.0,5.4,36.0,1.0,MID,TOT,0.0,5.4,79.0,11.0,198.0,16.0
587,Bissouma,MID,TOT,0.0,5.5,0.0,0.0,MID,TOT,1.0,5.4,0.0,0.0,MID,TOT,1.0,5.3,0.0,0.0,MID,TOT,1.0,5.3,0.0,0.0,0.0,0.0
588,Odobert,MID,TOT,0.0,5.5,10.0,1.0,MID,TOT,0.0,5.4,12.0,1.0,MID,TOT,0.0,5.4,36.0,1.0,MID,TOT,0.0,5.4,11.0,1.0,69.0,4.0
589,Solomon,MID,TOT,0.75,5.5,0.0,0.0,MID,TOT,0.5,5.4,0.0,0.0,MID,TOT,1.0,5.4,0.0,0.0,MID,TOT,1.0,5.4,0.0,0.0,0.0,0.0
590,Bryan,MID,TOT,0.0,5.0,0.0,0.0,MID,TOT,0.0,4.9,0.0,0.0,MID,TOT,0.0,4.9,0.0,0.0,MID,TOT,0.0,4.9,0.0,0.0,0.0,0.0
591,Gray,MID,TOT,0.0,5.0,70.0,3.0,MID,TOT,0.0,5.0,0.0,0.0,MID,TOT,0.0,4.9,0.0,0.0,MID,TOT,0.0,4.9,0.0,0.0,70.0,3.0
592,Moore,MID,TOT,1.0,5.0,0.0,0.0,MID,TOT,1.0,5.0,0.0,0.0,MID,TOT,1.0,5.0,0.0,0.0,MID,TOT,1.0,5.0,0.0,0.0,0.0,0.0
593,P.M.Sarr,MID,TOT,0.0,5.0,90.0,6.0,MID,TOT,0.0,5.0,90.0,3.0,MID,TOT,0.0,5.0,75.0,2.0,MID,TOT,0.0,5.0,90.0,8.0,345.0,19.0
594,Min-hyeok,MID,TOT,1.0,4.5,0.0,0.0,MID,TOT,1.0,4.5,0.0,0.0,MID,TOT,1.0,4.5,0.0,0.0,MID,TOT,1.0,4.5,0.0,0.0,0.0,0.0
595,Olusesi,MID,TOT,0.0,4.5,0.0,0.0,MID,TOT,0.0,4.5,0.0,0.0,MID,TOT,0.0,4.4,0.0,0.0,MID,TOT,0.0,4.4,0.0,0.0,0.0,0.0
596,Solanke,FWD,TOT,0.0,7.5,19.0,1.0,FWD,TOT,0.0,7.3,12.0,1.0,FWD,TOT,0.0,7.3,0.0,0.0,FWD,TOT,1.0,7.2,0.0,0.0,31.0,2.0
597,Richarlison,FWD,TOT,0.0,6.5,71.0,13.0,FWD,TOT,0.0,6.7,77.0,4.0,FWD,TOT,0.0,6.7,90.0,2.0,FWD,TOT,0.0,6.7,19.0,1.0,257.0,20.0
598,Lankshear,FWD,TOT,1.0,4.5,0.0,0.0,FWD,TOT,1.0,4.5,0.0,0.0,FWD,TOT,1.0,4.5,0.0,0.0,FWD,TOT,1.0,4.5,0.0,0.0,0.0,0.0
599,Scarlett,FWD,TOT,0.0,4.5,0.0,0.0,FWD,TOT,0.0,4.5,0.0,0.0,FWD,TOT,0.0,4.4,0.0,0.0,FWD,TOT,0.0,4.4,0.0,0.0,0.0,0.0
600,Areola,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,0.0,0.0
601,Foderingham,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,1.0,4.0,0.0,0.0,0.0,0.0
602,Hegyi,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,0.0,0.0
603,Diouf,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,3.0,DEF,WHM,0.0,4.5,90.0,10.0,DEF,WHM,0.0,4.4,90.0,1.0,360.0,15.0
604,Emerson,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,0.0,0.0
605,Kilman,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.4,90.0,0.0,DEF,WHM,0.0,4.4,90.0,6.0,DEF,WHM,0.0,4.4,90.0,1.0,360.0,7.0
606,Mavropanos,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.4,90.0,6.0,DEF,WHM,0.0,4.4,90.0,3.0,180.0,9.0
607,N.Aguerd,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,180.0,3.0
608,Scarles,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,0.0,0.0
609,Todibo,DEF,WHM,0.0,4.5,81.0,1.0,DEF,WHM,0.0,4.4,45.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,126.0,1.0
610,Wan-Bissaka,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.3,0.0,0.0,180.0,1.0
611,Casey,DEF,WHM,1.0,4.0,0.0,0.0,DEF,WHM,1.0,4.0,0.0,0.0,DEF,WHM,1.0,4.0,0.0,0.0,DEF,WHM,1.0,4.0,0.0,0.0,0.0,0.0
612,L.Paquetá,MID,WHM,0.0,6.0,90.0,2.0,MID,WHM,0.0,5.9,90.0,9.0,MID,WHM,0.0,5.9,90.0,10.0,MID,WHM,0.0,5.9,67.0,2.0,337.0,23.0
613,Souček,MID,WHM,0.0,6.0,19.0,1.0,MID,WHM,0.0,5.9,69.0,2.0,MID,WHM,0.0,5.8,90.0,3.0,MID,WHM,1.0,5.8,53.0,-2.0,231.0,4.0
614,Ward-Prowse,MID,WHM,0.0,6.0,70.0,2.0,MID,WHM,0.0,5.9,90.0,2.0,MID,WHM,0.0,5.9,74.0,3.0,MID,WHM,0.0,5.9,90.0,2.0,324.0,9.0
615,Summerville,MID,WHM,1.0,5.5,0.0,0.0,MID,WHM,1.0,5.5,0.0,0.0,MID,WHM,0.0,5.5,8.0,7.0,MID,WHM,0.0,5.5,60.0,2.0,68.0,9.0
616,Álvarez,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,0.0,0.0
617,Cornet,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,MID,WHM,1.0,4.9,0.0,0.0,0.0,0.0
