id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,total_xmins,ep_cost_gw11,total_xpts,xmins_gw11,ep_gw11
338,Van den Berg,DEF,LIV,0.0,4.0,0.0,0.0,DEF,BRE,0.0,4.0,0.0,0.0,DEF,BRE,0.0,4.0,15.0,1.0,DEF,BRE,0.0,4.0,90.0,1.0,DEF,BRE,0.0,4.0,90.0,1.0,DEF,BRE,0.0,4.0,90.0,2.0,DEF,BRE,0.0,4.0,90.0,1.0,DEF,BRE,0.0,4.0,86.0,1.0,DEF,BRE,0.0,4.0,90.0,1.0,DEF,BRE,0.0,4.0,90.0,1.0,DEF,BRE,0.0,731,4.1,10,90.0,1.0
339,Virgil,DEF,LIV,0.0,6.0,90.0,6.0,DEF,LIV,0.0,6.0,90.0,7.0,DEF,LIV,0.0,6.0,90.0,5.0,DEF,LIV,0.0,6.0,90.0,2.0,DEF,LIV,0.0,6.0,90.0,6.0,DEF,LIV,0.0,6.0,90.0,2.0,DEF,LIV,0.0,6.0,90.0,8.0,DEF,LIV,0.0,6.0,90.0,2.0,DEF,LIV,0.0,6.1,90.0,7.0,DEF,LIV,0.0,6.2,90.0,5.0,DEF,LIV,0.0,990,6.3,56,90.0,6.0
340,Akanji,DEF,MCI,0.0,5.5,90.0,6.0,DEF,MCI,0.0,5.5,90.0,2.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.0,5.5,90.0,2.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.0,5.5,90.0,2.0,DEF,MCI,0.0,5.5,61.0,2.0,DEF,MCI,0.0,5.5,0.0,0.0,DEF,MCI,0.0,5.5,90.0,6.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.25,781,5.5,23,0.0,0.0
341,Aké,DEF,MCI,0.0,5.5,0.0,0.0,DEF,MCI,0.0,5.4,0.0,0.0,DEF,MCI,0.0,5.4,2.0,1.0,DEF,MCI,1.0,5.4,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,0.5,5.3,0.0,0.0,DEF,MCI,0.0,5.3,0.0,0.0,DEF,MCI,0.0,5.3,0.0,0.0,DEF,MCI,0.0,5.3,72.0,1.0,DEF,MCI,0.25,74,5.3,2,0.0,0.0
342,Bernardo,MID,MCI,0.0,6.5,90.0,6.0,MID,MCI,0.0,6.6,90.0,2.0,MID,MCI,0.0,6.6,90.0,7.0,MID,MCI,0.0,6.6,6.0,1.0,MID,MCI,0.0,6.5,90.0,1.0,MID,MCI,0.0,6.5,90.0,2.0,MID,MCI,0.0,6.5,90.0,6.0,MID,MCI,0.0,6.5,90.0,2.0,MID,MCI,0.0,6.5,90.0,3.0,MID,MCI,0.0,6.5,90.0,2.0,MID,MCI,0.0,834,6.4,33,18.0,1.0
343,Bobb,MID,MCI,1.0,5.0,0.0,0.0,MID,MCI,1.0,4.9,0.0,0.0,MID,MCI,1.0,4.8,0.0,0.0,MID,MCI,1.0,4.8,0.0,0.0,MID,MCI,1.0,4.8,0.0,0.0,MID,MCI,1.0,4.8,0.0,0.0,MID,MCI,1.0,4.8,0.0,0.0,MID,MCI,1.0,4.7,0.0,0.0,MID,MCI,1.0,4.7,0.0,0.0,MID,MCI,1.0,4.7,0.0,0.0,MID,MCI,1.0,0,4.7,0,0.0,0.0
344,Carson,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,4.0,0.0,0.0,GKP,MCI,0.0,0,4.0,0,0.0,0.0
345,De Bruyne,MID,MCI,0.0,9.5,90.0,3.0,MID,MCI,0.0,9.6,89.0,12.0,MID,MCI,0.0,9.6,87.0,1.0,MID,MCI,0.0,9.6,90.0,2.0,MID,MCI,0.25,9.5,0.0,0.0,MID,MCI,1.0,9.5,0.0,0.0,MID,MCI,0.5,9.4,0.0,0.0,MID,MCI,0.5,9.4,0.0,0.0,MID,MCI,1.0,9.4,0.0,0.0,MID,MCI,0.0,9.4,0.0,0.0,MID,MCI,0.0,372,9.4,19,16.0,1.0
346,Doku,MID,MCI,0.0,6.5,90.0,3.0,MID,MCI,0.0,6.5,70.0,2.0,MID,MCI,0.0,6.5,67.0,2.0,MID,MCI,0.0,6.5,0.0,0.0,MID,MCI,0.0,6.5,69.0,2.0,MID,MCI,0.0,6.4,9.0,1.0,MID,MCI,0.0,6.3,28.0,6.0,MID,MCI,0.0,6.3,65.0,5.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,0.0,6.3,5.0,1.0,MID,MCI,0.25,403,6.3,22,0.0,0.0
347,Ederson M.,GKP,MCI,0.0,5.5,90.0,8.0,GKP,MCI,0.0,5.5,90.0,2.0,GKP,MCI,0.0,5.5,90.0,2.0,GKP,MCI,0.0,5.5,90.0,7.0,GKP,MCI,0.0,5.5,90.0,0.0,GKP,MCI,0.0,5.5,90.0,2.0,GKP,MCI,0.0,5.5,90.0,0.0,GKP,MCI,0.0,5.5,90.0,2.0,GKP,MCI,0.0,5.5,90.0,6.0,GKP,MCI,0.0,5.5,90.0,2.0,GKP,MCI,0.0,990,5.5,32,90.0,1.0
348,Foden,MID,MCI,0.0,9.5,45.0,1.0,MID,MCI,0.0,9.4,0.0,0.0,MID,MCI,0.25,9.4,0.0,0.0,MID,MCI,0.0,9.3,0.0,0.0,MID,MCI,0.0,9.3,20.0,1.0,MID,MCI,0.0,9.2,24.0,1.0,MID,MCI,0.0,9.2,77.0,2.0,MID,MCI,0.0,9.2,24.0,4.0,MID,MCI,0.0,9.3,90.0,3.0,MID,MCI,0.0,9.3,90.0,2.0,MID,MCI,0.25,460,9.2,16,90.0,2.0
349,Grealish,MID,MCI,0.0,6.5,0.0,0.0,MID,MCI,0.0,6.5,19.0,0.0,MID,MCI,0.0,6.4,71.0,2.0,MID,MCI,0.0,6.4,83.0,2.0,MID,MCI,0.0,6.4,12.0,1.0,MID,MCI,0.0,6.4,80.0,7.0,MID,MCI,0.0,6.4,61.0,2.0,MID,MCI,0.0,6.4,17.0,1.0,MID,MCI,0.5,6.4,0.0,0.0,MID,MCI,1.0,6.4,0.0,0.0,MID,MCI,0.25,343,6.4,15,0.0,0.0
350,Gvardiol,DEF,MCI,0.0,6.0,90.0,7.0,DEF,MCI,0.0,6.0,90.0,2.0,DEF,MCI,0.0,6.0,87.0,2.0,DEF,MCI,0.0,6.0,45.0,1.0,DEF,MCI,0.0,6.0,90.0,1.0,DEF,MCI,0.0,5.9,90.0,9.0,DEF,MCI,0.0,5.9,90.0,1.0,DEF,MCI,0.0,6.1,90.0,10.0,DEF,MCI,0.0,6.2,90.0,9.0,DEF,MCI,0.0,6.3,90.0,7.0,DEF,MCI,0.0,942,6.3,50,90.0,1.0
351,Haaland,FWD,MCI,0.0,15.0,90.0,7.0,FWD,MCI,0.0,15.1,89.0,17.0,FWD,MCI,0.0,15.2,90.0,17.0,FWD,MCI,0.0,15.2,90.0,13.0,FWD,MCI,0.0,15.3,90.0,9.0,FWD,MCI,0.0,15.3,90.0,2.0,FWD,MCI,0.0,15.4,90.0,2.0,FWD,MCI,0.0,15.4,90.0,2.0,FWD,MCI,0.0,15.4,90.0,6.0,FWD,MCI,0.0,15.3,90.0,2.0,FWD,MCI,0.0,989,15.2,82,90.0,5.0
352,J.Alvarez,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,7.0,0.0,0.0,FWD,MCI,1.0,0,7.0,0,0.0,0.0
353,João Cancelo,DEF,MCI,0.0,5.5,0.0,0.0,DEF,MCI,0.0,5.4,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,1.0,0,5.3,0,0.0,0.0
354,Kovačić,MID,MCI,0.0,5.5,90.0,11.0,MID,MCI,0.25,5.5,49.0,1.0,MID,MCI,0.0,5.5,90.0,2.0,MID,MCI,0.0,5.5,45.0,0.0,MID,MCI,0.0,5.5,69.0,6.0,MID,MCI,0.0,5.5,90.0,1.0,MID,MCI,0.0,5.5,90.0,15.0,MID,MCI,0.0,5.6,85.0,2.0,MID,MCI,0.0,5.6,90.0,2.0,MID,MCI,0.0,5.6,90.0,2.0,MID,MCI,0.0,878,5.6,45,90.0,3.0
355,R. Lewis,DEF,MCI,0.0,4.5,90.0,6.0,DEF,MCI,0.0,4.5,90.0,2.0,DEF,MCI,0.0,4.7,90.0,6.0,DEF,MCI,0.0,4.7,45.0,1.0,DEF,MCI,0.0,4.7,0.0,0.0,DEF,MCI,0.0,4.7,80.0,2.0,DEF,MCI,0.0,4.7,90.0,4.0,DEF,MCI,0.0,4.8,90.0,2.0,DEF,MCI,0.0,4.8,90.0,6.0,DEF,MCI,0.0,4.9,17.0,1.0,DEF,MCI,0.0,772,4.9,30,90.0,0.0
356,Matheus N.,MID,MCI,0.0,5.0,0.0,0.0,MID,MCI,0.0,5.0,1.0,1.0,MID,MCI,0.0,4.9,18.0,4.0,MID,MCI,0.0,4.9,1.0,1.0,MID,MCI,0.0,4.9,0.0,0.0,MID,MCI,0.0,4.9,0.0,0.0,MID,MCI,0.0,4.9,1.0,1.0,MID,MCI,0.0,4.9,4.0,1.0,MID,MCI,0.0,4.9,85.0,6.0,MID,MCI,0.0,4.9,90.0,2.0,MID,MCI,0.25,290,4.9,18,90.0,2.0
357,McAtee,MID,MCI,0.0,5.0,0.0,0.0,MID,MCI,0.0,4.9,1.0,1.0,MID,MCI,0.0,4.9,0.0,0.0,MID,MCI,0.0,4.8,0.0,0.0,MID,MCI,0.0,4.8,0.0,0.0,MID,MCI,0.0,4.8,0.0,0.0,MID,MCI,0.0,4.8,0.0,0.0,MID,MCI,0.0,4.7,0.0,0.0,MID,MCI,0.0,4.7,0.0,0.0,MID,MCI,0.0,4.7,0.0,0.0,MID,MCI,0.0,1,4.7,1,0.0,0.0
358,Ortega Moreno,GKP,MCI,0.0,5.5,0.0,0.0,GKP,MCI,0.0,5.5,0.0,0.0,GKP,MCI,0.0,5.4,0.0,0.0,GKP,MCI,0.0,5.4,0.0,0.0,GKP,MCI,0.0,5.4,0.0,0.0,GKP,MCI,0.0,5.3,0.0,0.0,GKP,MCI,0.0,5.3,0.0,0.0,GKP,MCI,0.0,5.3,0.0,0.0,GKP,MCI,0.0,5.3,0.0,0.0,GKP,MCI,0.0,5.3,0.0,0.0,GKP,MCI,0.0,0,5.3,0,0.0,0.0
359,Phillips,MID,IPS,1.0,5.0,0.0,0.0,MID,IPS,0.0,5.0,0.0,0.0,MID,IPS,0.0,5.0,69.0,2.0,MID,IPS,0.0,5.0,90.0,2.0,MID,IPS,0.25,5.0,0.0,0.0,MID,IPS,0.0,4.9,68.0,2.0,MID,IPS,0.0,4.9,73.0,2.0,MID,IPS,0.0,4.9,70.0,2.0,MID,IPS,0.0,4.9,90.0,2.0,MID,IPS,1.0,4.9,76.0,-1.0,MID,IPS,0.0,536,4.9,11,0.0,0.0
360,Rodrigo,MID,MCI,1.0,6.5,0.0,0.0,MID,MCI,0.75,6.4,0.0,0.0,MID,MCI,0.0,6.4,0.0,0.0,MID,MCI,0.0,6.4,45.0,1.0,MID,MCI,0.25,6.4,20.0,1.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,1.0,6.3,0.0,0.0,MID,MCI,1.0,65,6.3,2,0.0,0.0
361,Rúben,DEF,MCI,0.0,5.5,90.0,6.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.0,5.5,90.0,0.0,DEF,MCI,0.0,5.5,6.0,1.0,DEF,MCI,0.0,5.5,90.0,0.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.0,5.5,90.0,1.0,DEF,MCI,0.0,5.5,90.0,2.0,DEF,MCI,0.0,5.5,90.0,7.0,DEF,MCI,1.0,5.5,0.0,0.0,DEF,MCI,0.5,726,5.4,19,0.0,0.0
362,Stones,DEF,MCI,0.0,5.5,0.0,0.0,DEF,MCI,0.0,5.5,40.0,1.0,DEF,MCI,0.0,5.4,0.0,0.0,DEF,MCI,0.0,5.4,83.0,1.0,DEF,MCI,0.0,5.4,12.0,7.0,DEF,MCI,0.0,5.3,0.0,0.0,DEF,MCI,0.0,5.3,12.0,1.0,DEF,MCI,0.0,5.3,90.0,9.0,DEF,MCI,0.0,5.3,1.0,1.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,0.5,238,5.3,20,0.0,0.0
363,Walker,DEF,MCI,0.0,5.5,0.0,0.0,DEF,MCI,0.0,5.4,0.0,0.0,DEF,MCI,0.0,5.4,2.0,1.0,DEF,MCI,0.0,5.3,90.0,2.0,DEF,MCI,0.0,5.3,77.0,1.0,DEF,MCI,0.0,5.3,90.0,2.0,DEF,MCI,0.0,5.3,28.0,1.0,DEF,MCI,0.25,5.3,0.0,0.0,DEF,MCI,1.0,5.3,0.0,0.0,DEF,MCI,0.0,5.2,90.0,0.0,DEF,MCI,0.0,467,5.2,8,90.0,1.0
364,Amad,MID,MUN,0.0,5.0,60.0,3.0,MID,MUN,0.0,5.0,89.0,6.0,MID,MUN,0.0,5.0,21.0,1.0,MID,MUN,0.0,5.0,90.0,6.0,MID,MUN,0.0,5.0,75.0,3.0,MID,MUN,0.0,5.0,5.0,1.0,MID,MUN,0.0,5.0,0.0,0.0,MID,MUN,0.0,5.0,0.0,0.0,MID,MUN,0.0,4.9,31.0,1.0,MID,MUN,0.0,4.9,17.0,0.0,MID,MUN,0.0,478,4.9,27,90.0,6.0
365,Antony,MID,MUN,0.0,6.0,0.0,0.0,MID,MUN,0.0,5.9,1.0,1.0,MID,MUN,0.0,5.9,0.0,0.0,MID,MUN,0.0,5.8,0.0,0.0,MID,MUN,0.0,5.8,0.0,0.0,MID,MUN,0.0,5.8,0.0,0.0,MID,MUN,0.0,5.8,26.0,1.0,MID,MUN,0.0,5.7,0.0,0.0,MID,MUN,0.75,5.7,0.0,0.0,MID,MUN,0.0,5.7,0.0,0.0,MID,MUN,0.0,27,5.7,2,0.0,0.0
366,B.Fernandes,MID,MUN,0.0,8.5,90.0,3.0,MID,MUN,0.0,8.5,78.0,2.0,MID,MUN,0.0,8.4,90.0,2.0,MID,MUN,0.0,8.4,90.0,5.0,MID,MUN,0.0,8.3,90.0,3.0,MID,MUN,1.0,8.2,41.0,-2.0,MID,MUN,0.0,8.2,90.0,3.0,MID,MUN,0.0,8.2,90.0,5.0,MID,MUN,0.0,8.2,90.0,2.0,MID,MUN,0.0,8.2,90.0,10.0,MID,MUN,0.0,929,8.4,50,90.0,17.0
367,Bayindir,GKP,MUN,0.0,4.5,0.0,0.0,GKP,MUN,0.0,4.5,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.4,0.0,0.0,GKP,MUN,0.0,4.3,0.0,0.0,GKP,MUN,0.0,0,4.3,0,0.0,0.0
368,Casemiro,MID,MUN,0.0,5.0,90.0,3.0,MID,MUN,0.0,5.0,90.0,2.0,MID,MUN,0.0,5.0,45.0,1.0,MID,MUN,0.0,4.9,3.0,1.0,MID,MUN,0.0,4.9,0.0,0.0,MID,MUN,0.0,4.8,45.0,1.0,MID,MUN,0.0,4.8,5.0,1.0,MID,MUN,0.25,4.8,87.0,2.0,MID,MUN,0.0,4.8,90.0,10.0,MID,MUN,0.0,4.8,90.0,1.0,MID,MUN,0.25,623,4.8,25,78.0,3.0
369,Dalot,DEF,MUN,0.0,5.0,90.0,7.0,DEF,MUN,0.0,5.0,90.0,1.0,DEF,MUN,0.0,5.0,90.0,1.0,DEF,MUN,0.0,5.0,90.0,11.0,DEF,MUN,0.0,5.0,90.0,9.0,DEF,MUN,0.0,5.1,90.0,0.0,DEF,MUN,0.0,5.1,90.0,6.0,DEF,MUN,0.0,5.1,90.0,1.0,DEF,MUN,0.0,5.1,90.0,1.0,DEF,MUN,0.0,5.1,90.0,1.0,DEF,MUN,0.0,956,5.2,39,56.0,1.0
370,Eriksen,MID,MUN,0.0,5.5,0.0,0.0,MID,MUN,0.0,5.4,0.0,0.0,MID,MUN,0.0,5.4,4.0,1.0,MID,MUN,0.0,5.4,72.0,2.0,MID,MUN,0.0,5.4,75.0,3.0,MID,MUN,0.0,5.4,18.0,1.0,MID,MUN,0.0,5.4,90.0,2.0,MID,MUN,0.0,5.4,90.0,2.0,MID,MUN,0.0,5.4,78.0,2.0,MID,MUN,0.0,5.4,0.0,0.0,MID,MUN,0.0,438,5.4,14,11.0,1.0
371,Evans,DEF,MUN,0.0,4.5,9.0,1.0,DEF,MUN,0.0,4.5,0.0,0.0,DEF,MUN,0.0,4.4,0.0,0.0,DEF,MUN,0.0,4.4,13.0,1.0,DEF,MUN,0.0,4.4,0.0,0.0,DEF,MUN,0.0,4.4,0.0,0.0,DEF,MUN,0.0,4.4,90.0,9.0,DEF,MUN,0.0,4.4,88.0,1.0,DEF,MUN,0.0,4.4,0.0,0.0,DEF,MUN,0.0,4.4,0.0,0.0,DEF,MUN,0.0,233,4.4,13,33.0,1.0
372,Garnacho,MID,MUN,0.0,6.5,29.0,4.0,MID,MUN,0.0,6.5,25.0,1.0,MID,MUN,0.0,6.4,68.0,2.0,MID,MUN,0.0,6.4,17.0,6.0,MID,MUN,0.0,6.4,90.0,2.0,MID,MUN,0.0,6.3,90.0,2.0,MID,MUN,0.0,6.3,90.0,3.0,MID,MUN,0.0,6.2,90.0,10.0,MID,MUN,0.0,6.2,90.0,2.0,MID,MUN,0.0,6.3,90.0,2.0,MID,MUN,0.0,712,6.4,40,33.0,6.0
373,Hannibal,MID,MUN,0.0,4.5,0.0,0.0,MID,MUN,0.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,4.5,0.0,0.0,MID,MUN,1.0,0,4.5,0,0.0,0.0
374,Heaton,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,4.0,0.0,0.0,GKP,MUN,0.0,0,4.0,0,0.0,0.0
375,Højlund,FWD,MUN,1.0,7.0,0.0,0.0,FWD,MUN,1.0,6.9,0.0,0.0,FWD,MUN,0.5,6.9,0.0,0.0,FWD,MUN,1.0,6.9,0.0,0.0,FWD,MUN,0.0,6.9,14.0,1.0,FWD,MUN,0.0,6.9,17.0,1.0,FWD,MUN,0.0,6.9,63.0,2.0,FWD,MUN,0.0,6.9,73.0,8.0,FWD,MUN,0.0,6.9,90.0,2.0,FWD,MUN,0.0,6.9,83.0,5.0,FWD,MUN,0.0,414,6.9,21,74.0,2.0
376,Lindelof,DEF,MUN,0.0,4.5,0.0,0.0,DEF,MUN,1.0,4.5,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,0.0,4.3,0.0,0.0,DEF,MUN,0.0,4.3,45.0,0.0,DEF,MUN,0.0,4.3,1.0,1.0,DEF,MUN,0.0,4.3,6.0,1.0,DEF,MUN,0.0,4.3,6.0,1.0,DEF,MUN,0.0,58,4.3,3,0.0,0.0
377,Maguire,DEF,MUN,0.0,5.0,80.0,5.0,DEF,MUN,0.0,5.0,78.0,2.0,DEF,MUN,0.0,5.0,21.0,1.0,DEF,MUN,0.0,5.0,16.0,0.0,DEF,MUN,0.0,4.9,0.0,0.0,DEF,MUN,0.25,4.9,0.0,0.0,DEF,MUN,0.25,4.9,45.0,0.0,DEF,MUN,1.0,4.9,0.0,0.0,DEF,MUN,1.0,4.9,0.0,0.0,DEF,MUN,1.0,4.9,0.0,0.0,DEF,MUN,0.5,240,4.9,8,0.0,0.0
378,Mainoo,MID,MUN,0.0,5.5,83.0,3.0,MID,MUN,0.0,5.5,90.0,1.0,MID,MUN,0.0,5.4,90.0,1.0,MID,MUN,0.0,5.4,90.0,2.0,MID,MUN,0.0,5.4,90.0,3.0,MID,MUN,0.25,5.3,44.0,1.0,MID,MUN,0.0,5.2,84.0,2.0,MID,MUN,1.0,5.2,0.0,0.0,MID,MUN,1.0,5.2,0.0,0.0,MID,MUN,1.0,5.2,0.0,0.0,MID,MUN,0.5,571,5.2,13,0.0,0.0
379,Malacia,DEF,MUN,1.0,4.5,0.0,0.0,DEF,MUN,1.0,4.5,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,1.0,4.4,0.0,0.0,DEF,MUN,0.5,4.4,0.0,0.0,DEF,MUN,0.75,4.4,0.0,0.0,DEF,MUN,0.75,4.4,0.0,0.0,DEF,MUN,0.75,4.4,0.0,0.0,DEF,MUN,0.5,0,4.4,0,0.0,0.0
380,L. Martinez,DEF,MUN,0.0,4.5,90.0,7.0,DEF,MUN,0.0,4.5,90.0,1.0,DEF,MUN,0.0,4.5,90.0,0.0,DEF,MUN,0.25,4.5,76.0,6.0,DEF,MUN,0.0,4.5,90.0,5.0,DEF,MUN,0.0,4.5,90.0,0.0,DEF,MUN,0.0,4.5,0.0,0.0,DEF,MUN,0.0,4.5,90.0,2.0,DEF,MUN,0.0,4.5,90.0,1.0,DEF,MUN,0.0,4.4,90.0,1.0,DEF,MUN,0.25,886,4.4,29,90.0,6.0
381,McTominay,MID,MUN,0.0,5.0,6.0,1.0,MID,MUN,0.0,4.9,11.0,1.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,4.9,0.0,0.0,MID,MUN,1.0,17,4.9,2,0.0,0.0
382,Mount,MID,MUN,0.0,6.5,60.0,2.0,MID,MUN,0.25,6.5,45.0,1.0,MID,MUN,1.0,6.4,0.0,0.0,MID,MUN,1.0,6.4,0.0,0.0,MID,MUN,0.0,6.3,0.0,0.0,MID,MUN,0.25,6.3,39.0,0.0,MID,MUN,0.25,6.3,0.0,0.0,MID,MUN,0.75,6.3,0.0,0.0,MID,MUN,0.75,6.3,0.0,0.0,MID,MUN,0.0,6.3,0.0,0.0,MID,MUN,0.0,144,6.3,3,0.0,0.0
383,Andre Onana,GKP,MUN,0.0,5.0,90.0,6.0,GKP,MUN,0.0,5.0,90.0,1.0,GKP,MUN,0.0,5.0,90.0,1.0,GKP,MUN,0.0,5.0,90.0,13.0,GKP,MUN,0.0,5.0,90.0,9.0,GKP,MUN,0.0,5.0,90.0,3.0,GKP,MUN,0.0,5.0,90.0,6.0,GKP,MUN,0.0,5.0,90.0,2.0,GKP,MUN,0.0,5.0,90.0,1.0,GKP,MUN,0.0,5.0,90.0,2.0,GKP,MUN,0.0,990,5.1,53,90.0,9.0
384,Pellistri,MID,MUN,0.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,5.0,0.0,0.0,MID,MUN,1.0,0,5.0,0,0.0,0.0
385,Rashford,MID,MUN,0.0,7.0,90.0,3.0,MID,MUN,0.0,7.0,64.0,2.0,MID,MUN,0.0,6.9,90.0,2.0,MID,MUN,0.0,6.9,72.0,8.0,MID,MUN,0.0,6.9,29.0,1.0,MID,MUN,0.0,6.9,72.0,2.0,MID,MUN,0.0,6.9,63.0,2.0,MID,MUN,0.0,6.9,90.0,6.0,MID,MUN,0.0,6.9,58.0,1.0,MID,MUN,0.0,6.9,72.0,2.0,MID,MUN,0.0,756,6.9,30,56.0,1.0
386,Sancho,MID,MUN,0.0,6.4,0.0,0.0,MID,MUN,0.0,6.4,0.0,0.0,MID,CHE,0.0,6.3,0.0,0.0,MID,CHE,0.0,6.3,45.0,3.0,MID,CHE,0.0,6.3,56.0,4.0,MID,CHE,0.0,6.4,70.0,9.0,MID,CHE,0.0,6.4,89.0,2.0,MID,CHE,0.0,6.4,45.0,1.0,MID,CHE,1.0,6.4,0.0,0.0,MID,CHE,0.25,6.3,0.0,0.0,MID,CHE,0.25,305,6.3,19,0.0,0.0
