id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,total_xmins,ep_cost_gw11,total_xpts,xmins_gw11,ep_gw11
214,Schlupp,MID,CRY,0.0,5.0,0.0,0.0,MID,CRY,0.0,4.9,9.0,1.0,MID,CRY,0.0,4.9,2.0,1.0,MID,CRY,0.0,4.9,1.0,1.0,MID,CRY,0.0,4.9,1.0,1.0,MID,CRY,0.0,4.8,17.0,1.0,MID,CRY,0.0,4.8,0.0,0.0,MID,CRY,0.0,4.8,16.0,1.0,MID,CRY,0.0,4.7,0.0,0.0,MID,CRY,0.0,4.7,1.0,1.0,MID,CRY,0.0,63,4.7,8,16.0,1.0
215,J. Ward,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.3,0.0,0.0,DEF,CRY,0.0,4.3,0.0,0.0,DEF,CRY,0.5,4.3,0.0,0.0,DEF,CRY,0.0,0,4.3,0,0.0,0.0
216,Wharton,MID,CRY,0.0,5.0,73.0,2.0,MID,CRY,0.0,5.0,90.0,2.0,MID,CRY,0.25,5.0,90.0,2.0,MID,CRY,0.0,4.9,90.0,2.0,MID,CRY,0.0,4.9,45.0,1.0,MID,CRY,0.0,4.9,87.0,2.0,MID,CRY,0.0,4.9,59.0,1.0,MID,CRY,0.0,4.8,0.0,0.0,MID,CRY,0.0,4.8,87.0,3.0,MID,CRY,1.0,4.8,0.0,0.0,MID,CRY,1.0,621,4.7,15,0.0,0.0
217,A.Doucoure,MID,EVE,0.0,5.5,62.0,2.0,MID,EVE,0.0,5.4,56.0,1.0,MID,EVE,0.0,5.4,7.0,1.0,MID,EVE,0.0,5.3,0.0,0.0,MID,EVE,0.0,5.3,90.0,2.0,MID,EVE,0.0,5.2,90.0,2.0,MID,EVE,0.0,5.2,90.0,3.0,MID,EVE,0.0,5.2,90.0,3.0,MID,EVE,0.0,5.2,79.0,2.0,MID,EVE,0.25,5.2,0.0,0.0,MID,EVE,0.0,649,5.1,19,85.0,3.0
218,Beto,FWD,EVE,0.0,5.0,14.0,1.0,FWD,EVE,0.0,5.0,18.0,1.0,FWD,EVE,0.0,5.0,2.0,1.0,FWD,EVE,0.0,5.0,9.0,1.0,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,0.0,5.0,9.0,7.0,FWD,EVE,0.0,5.0,28.0,1.0,FWD,EVE,0.0,95,5.0,13,15.0,1.0
219,Branthwaite,DEF,EVE,1.0,5.0,0.0,0.0,DEF,EVE,1.0,4.9,0.0,0.0,DEF,EVE,1.0,4.9,0.0,0.0,DEF,EVE,1.0,4.9,0.0,0.0,DEF,EVE,1.0,4.8,0.0,0.0,DEF,EVE,0.0,4.8,90.0,2.0,DEF,EVE,0.25,4.8,0.0,0.0,DEF,EVE,0.5,4.8,0.0,0.0,DEF,EVE,0.0,4.8,4.0,1.0,DEF,EVE,0.0,4.8,2.0,1.0,DEF,EVE,0.25,186,4.8,10,90.0,6.0
220,Calvert-Lewin,FWD,EVE,0.0,6.0,75.0,2.0,FWD,EVE,0.0,5.9,71.0,2.0,FWD,EVE,0.0,5.9,87.0,12.0,FWD,EVE,0.0,5.9,90.0,6.0,FWD,EVE,0.0,6.0,90.0,2.0,FWD,EVE,0.0,6.0,90.0,1.0,FWD,EVE,0.0,6.0,90.0,2.0,FWD,EVE,0.0,6.0,90.0,2.0,FWD,EVE,0.0,6.0,80.0,2.0,FWD,EVE,0.0,5.9,61.0,2.0,FWD,EVE,0.0,898,5.7,35,74.0,2.0
221,Coleman,DEF,EVE,1.0,4.5,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,0.0,4.4,90.0,1.0,DEF,EVE,0.5,4.4,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,0.5,4.3,0.0,0.0,DEF,EVE,0.0,4.3,0.0,0.0,DEF,EVE,0.0,4.3,0.0,0.0,DEF,EVE,1.0,4.3,0.0,0.0,DEF,EVE,1.0,90,4.3,1,0.0,0.0
222,Gana,MID,EVE,0.0,5.0,90.0,2.0,MID,EVE,0.0,5.0,90.0,2.0,MID,EVE,0.0,5.0,90.0,2.0,MID,EVE,0.0,4.9,63.0,2.0,MID,EVE,0.25,4.9,0.0,0.0,MID,EVE,0.0,4.9,7.0,1.0,MID,EVE,0.0,4.9,33.0,1.0,MID,EVE,0.0,4.9,90.0,3.0,MID,EVE,0.0,4.9,90.0,2.0,MID,EVE,0.0,4.9,90.0,2.0,MID,EVE,0.0,733,4.9,19,90.0,2.0
223,Garner,MID,EVE,1.0,5.0,0.0,0.0,MID,EVE,0.75,5.0,0.0,0.0,MID,EVE,0.0,5.0,0.0,0.0,MID,EVE,0.0,5.0,64.0,2.0,MID,EVE,0.0,5.0,90.0,1.0,MID,EVE,0.0,5.0,7.0,1.0,MID,EVE,0.0,5.0,90.0,3.0,MID,EVE,1.0,5.0,0.0,0.0,MID,EVE,1.0,5.0,0.0,0.0,MID,EVE,1.0,5.0,0.0,0.0,MID,EVE,1.0,251,5.0,7,0.0,0.0
224,Harrison,MID,EVE,0.0,5.5,84.0,2.0,MID,EVE,0.0,5.5,56.0,1.0,MID,EVE,0.0,5.4,90.0,2.0,MID,EVE,0.0,5.4,63.0,2.0,MID,EVE,0.0,5.4,29.0,1.0,MID,EVE,0.0,5.3,45.0,4.0,MID,EVE,0.0,5.3,67.0,3.0,MID,EVE,0.0,5.3,90.0,3.0,MID,EVE,0.0,5.3,67.0,2.0,MID,EVE,0.0,5.3,28.0,1.0,MID,EVE,0.0,623,5.3,22,4.0,1.0
225,Holgate,DEF,EVE,0.0,4.0,5.0,1.0,DEF,EVE,0.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,4.0,0.0,0.0,DEF,EVE,1.0,5,4.0,1,0.0,0.0
226,Iroegbunam,MID,EVE,0.0,4.5,90.0,2.0,MID,EVE,0.0,4.5,90.0,2.0,MID,EVE,0.0,4.5,90.0,1.0,MID,EVE,0.0,4.5,80.0,1.0,MID,EVE,0.0,4.5,9.0,1.0,MID,EVE,0.0,4.5,0.0,0.0,MID,EVE,0.0,4.5,22.0,1.0,MID,EVE,1.0,4.5,0.0,0.0,MID,EVE,1.0,4.5,0.0,0.0,MID,EVE,1.0,4.5,0.0,0.0,MID,EVE,1.0,381,4.5,8,0.0,0.0
227,J.Virginia,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,4.0,0.0,0.0,GKP,EVE,0.0,0,4.0,0,0.0,0.0
228,Keane,DEF,EVE,0.0,4.0,90.0,1.0,DEF,EVE,0.0,4.0,90.0,0.0,DEF,EVE,0.0,4.0,90.0,6.0,DEF,EVE,0.0,4.0,90.0,1.0,DEF,EVE,0.0,4.0,90.0,1.0,DEF,EVE,0.0,4.0,0.0,0.0,DEF,EVE,0.0,4.0,90.0,6.0,DEF,EVE,0.0,4.2,90.0,14.0,DEF,EVE,0.0,4.2,90.0,2.0,DEF,EVE,0.0,4.3,90.0,1.0,DEF,EVE,0.0,810,4.3,32,0.0,0.0
229,Maupay,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,0.0,5.0,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,0,4.9,0,0.0,0.0
230,McNeil,MID,EVE,0.0,5.5,90.0,2.0,MID,EVE,0.0,5.4,90.0,2.0,MID,EVE,0.0,5.4,90.0,6.0,MID,EVE,0.0,5.4,90.0,12.0,MID,EVE,0.0,5.4,90.0,2.0,MID,EVE,0.0,5.5,82.0,15.0,MID,EVE,0.0,5.6,90.0,2.0,MID,EVE,0.0,5.8,90.0,6.0,MID,EVE,0.25,5.8,85.0,2.0,MID,EVE,0.25,5.8,90.0,2.0,MID,EVE,0.25,887,5.7,51,0.0,0.0
231,Mykolenko,DEF,EVE,0.0,4.5,90.0,1.0,DEF,EVE,0.0,4.4,90.0,0.0,DEF,EVE,0.0,4.4,90.0,1.0,DEF,EVE,0.0,4.4,25.0,1.0,DEF,EVE,0.25,4.3,0.0,0.0,DEF,EVE,0.0,4.3,90.0,2.0,DEF,EVE,0.25,4.3,0.0,0.0,DEF,EVE,0.0,4.3,90.0,7.0,DEF,EVE,0.0,4.3,90.0,2.0,DEF,EVE,0.0,4.3,90.0,2.0,DEF,EVE,0.0,745,4.3,22,90.0,6.0
232,Ndiaye,FWD,EVE,0.0,5.5,27.0,1.0,FWD,EVE,0.0,5.4,33.0,1.0,FWD,EVE,0.0,5.4,82.0,2.0,FWD,EVE,0.0,5.4,80.0,1.0,FWD,EVE,0.0,5.4,80.0,8.0,FWD,EVE,0.0,5.4,90.0,3.0,FWD,EVE,0.0,5.4,90.0,2.0,FWD,EVE,0.0,5.4,80.0,9.0,FWD,EVE,0.0,5.4,90.0,2.0,FWD,EVE,0.25,5.4,61.0,2.0,FWD,EVE,0.0,803,5.4,33,90.0,2.0
233,Amadou Onana,MID,AST,0.0,5.0,90.0,10.0,MID,AST,0.0,5.0,75.0,1.0,MID,AST,0.0,5.1,61.0,9.0,MID,AST,0.0,5.1,45.0,1.0,MID,AST,0.0,5.2,61.0,2.0,MID,AST,0.0,5.2,90.0,2.0,MID,AST,0.25,5.1,0.0,0.0,MID,AST,0.0,5.1,74.0,2.0,MID,AST,0.0,5.0,45.0,0.0,MID,AST,0.0,5.0,90.0,2.0,MID,AST,0.0,704,4.9,31,73.0,2.0
234,Patterson,DEF,EVE,1.0,4.5,0.0,0.0,DEF,EVE,1.0,4.5,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,1.0,4.4,0.0,0.0,DEF,EVE,0.75,4.4,0.0,0.0,DEF,EVE,0.25,4.4,0.0,0.0,DEF,EVE,0.0,4.4,0.0,0.0,DEF,EVE,0.0,4.4,0.0,0.0,DEF,EVE,0.0,4.4,0.0,0.0,DEF,EVE,0.0,0,4.4,0,0.0,0.0
235,Pickford,GKP,EVE,0.0,5.0,90.0,1.0,GKP,EVE,0.0,5.0,90.0,1.0,GKP,EVE,0.0,4.9,90.0,2.0,GKP,EVE,0.0,4.9,90.0,2.0,GKP,EVE,0.0,4.8,90.0,2.0,GKP,EVE,0.0,4.8,90.0,2.0,GKP,EVE,0.0,4.8,90.0,15.0,GKP,EVE,0.0,4.8,90.0,6.0,GKP,EVE,0.0,4.8,90.0,2.0,GKP,EVE,0.0,4.9,90.0,2.0,GKP,EVE,0.0,990,4.9,46,90.0,11.0
236,Tarkowski,DEF,EVE,0.0,5.0,90.0,0.0,DEF,EVE,0.0,4.9,90.0,0.0,DEF,EVE,0.0,4.9,90.0,1.0,DEF,EVE,0.0,4.9,90.0,1.0,DEF,EVE,0.0,4.8,90.0,2.0,DEF,EVE,0.0,4.8,90.0,2.0,DEF,EVE,0.0,4.8,90.0,8.0,DEF,EVE,0.0,4.8,90.0,6.0,DEF,EVE,0.0,4.8,90.0,1.0,DEF,EVE,0.0,4.8,90.0,1.0,DEF,EVE,0.0,990,4.8,30,90.0,8.0
237,Y. Chermiti,FWD,EVE,1.0,5.0,0.0,0.0,FWD,EVE,1.0,5.0,0.0,0.0,FWD,EVE,1.0,5.0,0.0,0.0,FWD,EVE,1.0,5.0,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,4.9,0.0,0.0,FWD,EVE,1.0,0,4.9,0,0.0,0.0
238,A. Young,DEF,EVE,1.0,4.5,65.0,-2.0,DEF,EVE,0.0,4.5,0.0,0.0,DEF,EVE,0.0,4.5,0.0,0.0,DEF,EVE,0.0,4.5,90.0,0.0,DEF,EVE,0.0,4.5,90.0,6.0,DEF,EVE,0.0,4.5,90.0,5.0,DEF,EVE,0.0,4.5,90.0,6.0,DEF,EVE,0.0,4.5,90.0,6.0,DEF,EVE,0.0,4.5,90.0,6.0,DEF,EVE,0.0,4.5,90.0,2.0,DEF,EVE,0.0,785,4.5,34,90.0,5.0
239,Adama,MID,FUL,0.0,5.0,77.0,3.0,MID,FUL,0.0,5.0,68.0,5.0,MID,FUL,0.0,5.0,90.0,9.0,MID,FUL,0.0,5.0,90.0,2.0,MID,FUL,0.0,5.1,73.0,4.0,MID,FUL,0.0,5.1,68.0,3.0,MID,FUL,0.0,5.1,90.0,2.0,MID,FUL,0.0,5.1,67.0,2.0,MID,FUL,0.0,5.1,67.0,3.0,MID,FUL,0.0,5.1,25.0,4.0,MID,FUL,0.0,716,5.0,38,1.0,1.0
240,Andreas,MID,FUL,0.0,5.5,90.0,1.0,MID,FUL,0.0,5.5,85.0,2.0,MID,FUL,0.0,5.4,86.0,2.0,MID,FUL,0.0,5.4,85.0,3.0,MID,FUL,0.0,5.3,66.0,1.0,MID,FUL,0.0,5.3,68.0,6.0,MID,FUL,0.0,5.3,64.0,8.0,MID,FUL,0.0,5.3,67.0,0.0,MID,FUL,0.25,5.3,78.0,3.0,MID,FUL,0.0,5.2,64.0,2.0,MID,FUL,0.0,835,5.2,31,82.0,3.0
241,Bassey,DEF,FUL,0.0,4.5,90.0,1.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,6.0,DEF,FUL,0.0,4.5,90.0,0.0,DEF,FUL,0.0,4.5,90.0,0.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,990,4.5,25,90.0,6.0
242,Benda,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,4.0,0.0,0.0,GKP,FUL,0.0,0,4.0,0,0.0,0.0
243,Cairney,MID,FUL,0.0,5.0,26.0,0.0,MID,FUL,0.0,5.0,21.0,0.0,MID,FUL,0.0,4.9,3.0,1.0,MID,FUL,0.0,4.9,17.0,1.0,MID,FUL,0.0,4.9,0.0,0.0,MID,FUL,0.0,4.9,0.0,0.0,MID,FUL,0.0,4.8,25.0,1.0,MID,FUL,0.0,4.8,10.0,1.0,MID,FUL,0.0,4.8,0.0,0.0,MID,FUL,0.0,4.8,8.0,1.0,MID,FUL,0.0,117,4.8,6,7.0,1.0
244,Castagne,DEF,FUL,0.0,4.5,0.0,0.0,DEF,FUL,0.0,4.4,0.0,0.0,DEF,FUL,0.0,4.4,0.0,0.0,DEF,FUL,0.0,4.3,0.0,0.0,DEF,FUL,0.0,4.3,0.0,0.0,DEF,FUL,0.0,4.3,0.0,0.0,DEF,FUL,0.0,4.2,13.0,1.0,DEF,FUL,1.0,4.2,0.0,0.0,DEF,FUL,1.0,4.2,0.0,0.0,DEF,FUL,0.0,4.2,17.0,1.0,DEF,FUL,0.0,30,4.2,2,0.0,0.0
245,Diop,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,0.0,0.0,DEF,FUL,0.0,4.5,6.0,1.0,DEF,FUL,0.0,4.5,2.0,1.0,DEF,FUL,0.0,4.5,0.0,0.0,DEF,FUL,0.0,4.5,22.0,-2.0,DEF,FUL,0.0,4.4,90.0,2.0,DEF,FUL,0.0,4.4,0.0,0.0,DEF,FUL,0.0,390,4.4,8,0.0,0.0
246,Harris,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,4.5,0.0,0.0,MID,FUL,1.0,0,4.5,0,0.0,0.0
247,Iwobi,MID,FUL,0.0,5.5,90.0,2.0,MID,FUL,0.0,5.5,90.0,8.0,MID,FUL,0.0,5.5,86.0,2.0,MID,FUL,0.0,5.5,65.0,3.0,MID,FUL,0.0,5.5,90.0,7.0,MID,FUL,0.0,5.5,90.0,3.0,MID,FUL,0.0,5.5,76.0,2.0,MID,FUL,0.0,5.5,90.0,2.0,MID,FUL,0.0,5.5,90.0,11.0,MID,FUL,0.0,5.5,90.0,2.0,MID,FUL,0.0,945,5.6,47,88.0,5.0
248,Leno,GKP,FUL,0.0,5.0,90.0,3.0,GKP,FUL,0.0,5.0,90.0,3.0,GKP,FUL,0.0,5.0,90.0,3.0,GKP,FUL,0.0,5.0,90.0,2.0,GKP,FUL,0.0,5.0,90.0,2.0,GKP,FUL,0.0,5.0,90.0,5.0,GKP,FUL,0.0,5.0,90.0,2.0,GKP,FUL,0.0,5.0,90.0,5.0,GKP,FUL,0.0,5.0,90.0,3.0,GKP,FUL,0.0,5.0,90.0,2.0,GKP,FUL,0.0,990,5.0,39,90.0,9.0
249,Lukić,MID,FUL,0.0,5.0,90.0,2.0,MID,FUL,0.0,5.0,90.0,2.0,MID,FUL,0.0,5.0,86.0,1.0,MID,FUL,0.0,5.0,65.0,2.0,MID,FUL,0.0,5.0,45.0,0.0,MID,FUL,0.0,4.9,82.0,2.0,MID,FUL,0.0,4.9,90.0,2.0,MID,FUL,1.0,4.9,0.0,0.0,MID,FUL,1.0,4.9,0.0,0.0,MID,FUL,1.0,4.9,0.0,0.0,MID,FUL,0.5,548,4.8,11,0.0,0.0
250,Mbabu,DEF,FUL,0.0,4.0,0.0,0.0,DEF,FUL,0.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,4.0,0.0,0.0,DEF,FUL,1.0,0,4.0,0,0.0,0.0
251,Muniz,FWD,FUL,0.0,6.0,77.0,2.0,FWD,FUL,0.0,6.1,79.0,2.0,FWD,FUL,0.0,6.1,78.0,2.0,FWD,FUL,0.0,6.1,17.0,1.0,FWD,FUL,0.0,6.0,16.0,4.0,FWD,FUL,0.0,5.9,7.0,1.0,FWD,FUL,0.0,5.8,13.0,6.0,FWD,FUL,0.0,5.7,0.0,0.0,FWD,FUL,0.0,5.7,1.0,1.0,FWD,FUL,0.0,5.6,17.0,0.0,FWD,FUL,0.0,320,5.6,20,15.0,1.0
252,Raúl,FWD,FUL,0.0,5.5,12.0,1.0,FWD,FUL,0.0,5.5,10.0,1.0,FWD,FUL,0.0,5.4,11.0,1.0,FWD,FUL,0.0,5.4,72.0,9.0,FWD,FUL,0.0,5.4,73.0,6.0,FWD,FUL,0.0,5.5,82.0,9.0,FWD,FUL,0.0,5.6,76.0,5.0,FWD,FUL,0.0,5.7,90.0,7.0,FWD,FUL,0.0,5.7,90.0,2.0,FWD,FUL,0.0,5.8,72.0,2.0,FWD,FUL,0.0,662,5.8,48,74.0,5.0
253,Ream,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,4.5,0.0,0.0,DEF,FUL,1.0,0,4.5,0,0.0,0.0
254,Reed,MID,FUL,0.0,5.0,1.0,1.0,MID,FUL,0.0,5.0,4.0,1.0,MID,FUL,0.0,4.9,3.0,1.0,MID,FUL,0.0,4.9,4.0,1.0,MID,FUL,0.0,4.9,23.0,0.0,MID,FUL,0.0,4.9,7.0,0.0,MID,FUL,0.0,4.8,0.0,0.0,MID,FUL,0.0,4.8,0.0,0.0,MID,FUL,0.0,4.8,11.0,1.0,MID,FUL,0.0,4.8,0.0,0.0,MID,FUL,0.0,54,4.8,6,1.0,1.0
255,Robinson,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.6,90.0,7.0,DEF,FUL,0.0,4.6,90.0,4.0,DEF,FUL,0.0,4.7,90.0,2.0,DEF,FUL,0.0,4.7,90.0,2.0,DEF,FUL,0.0,4.7,90.0,7.0,DEF,FUL,0.0,4.7,90.0,1.0,DEF,FUL,0.0,4.7,90.0,1.0,DEF,FUL,0.0,4.7,90.0,2.0,DEF,FUL,0.0,4.7,90.0,6.0,DEF,FUL,0.0,990,4.7,40,90.0,6.0
256,Stansfield,FWD,FUL,0.0,5.0,1.0,1.0,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,1.0,1,5.0,1,0.0,0.0
257,Tete,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,90.0,1.0,DEF,FUL,0.0,4.5,90.0,5.0,DEF,FUL,0.0,4.5,76.0,1.0,DEF,FUL,0.0,4.5,90.0,1.0,DEF,FUL,0.0,4.5,90.0,2.0,DEF,FUL,0.0,4.5,72.0,2.0,DEF,FUL,0.0,958,4.5,26,90.0,6.0
258,Vinicius,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,0.5,5.0,0.0,0.0,FWD,FUL,0.5,5.0,0.0,0.0,FWD,FUL,0.5,5.0,0.0,0.0,FWD,FUL,1.0,5.0,0.0,0.0,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,0.0,5.0,0.0,0.0,FWD,FUL,0.0,0,5.0,0,0.0,0.0
259,H. Wilson,MID,FUL,0.0,5.5,12.0,1.0,MID,FUL,0.0,5.5,21.0,0.0,MID,FUL,0.0,5.4,3.0,1.0,MID,FUL,0.0,5.4,0.0,0.0,MID,FUL,0.0,5.3,0.0,0.0,MID,FUL,0.0,5.3,0.0,0.0,MID,FUL,0.0,5.3,0.0,0.0,MID,FUL,0.0,5.3,10.0,1.0,MID,FUL,0.0,5.3,11.0,1.0,MID,FUL,0.0,5.2,8.0,13.0,MID,FUL,0.0,73,5.2,23,8.0,6.0
260,Al-Hamadi,FWD,IPS,0.0,5.0,16.0,1.0,FWD,IPS,0.0,5.0,7.0,0.0,FWD,IPS,0.0,5.0,9.0,0.0,FWD,IPS,0.0,5.0,0.0,0.0,FWD,IPS,0.0,5.0,0.0,0.0,FWD,IPS,0.0,4.9,0.0,0.0,FWD,IPS,0.25,4.9,0.0,0.0,FWD,IPS,0.0,4.9,0.0,0.0,FWD,IPS,0.0,4.9,0.0,0.0,FWD,IPS,0.0,4.8,0.0,0.0,FWD,IPS,0.0,32,4.8,1,0.0,0.0
261,Baggott,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,4.0,0.0,0.0,DEF,IPS,1.0,0,4.0,0,0.0,0.0
262,Broadhead,MID,IPS,1.0,5.0,0.0,0.0,MID,IPS,1.0,5.0,0.0,0.0,MID,IPS,0.5,4.9,0.0,0.0,MID,IPS,0.5,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.0,4.9,0.0,0.0,MID,IPS,0.25,0,4.9,0,0.0,0.0
