name,position,cost,xmins_gw3,xmins_gw4,xmins_gw5,xmins_gw6,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6
J.Arias,MID,5.4,73,72,70,67,3.9,3.1,3.9,3.0
Marmoush,MID,8.4,50,47,47,46,3.4,3.7,2.6,4.2
Elanga,MID,7.0,73,71,63,59,3.9,4.2,3.1,2.6
L.Paquetá,MID,5.9,80,72,70,66,3.7,3.6,3.5,3.0
Cash,DEF,4.5,80,76,73,71,3.6,3.2,3.7,3.3
Ødegaard,MID,8.0,41,81,77,76,1.9,4.6,3.7,3.6
Aina,DEF,5.0,89,82,81,79,4.1,2.0,3.4,4.2
Andersen,DEF,4.5,92,88,85,88,2.9,4.0,3.7,3.0
Kluivert,MID,7.0,39,67,68,66,2.1,3.9,3.9,3.7
Mac Allister,MID,6.5,45,78,78,76,2.0,3.9,4.0,3.6
Pickford,GKP,5.5,94,92,91,90,3.7,3.4,2.7,3.7
Aït-Nouri,DEF,6.1,71,69,67,62,3.3,3.8,2.3,4.1
Guéhi,DEF,4.5,92,91,85,87,2.9,4.6,3.3,2.5
Strand Larsen,FWD,6.5,35,83,77,79,2.0,3.5,4.4,3.5
Kelleher,GKP,4.5,94,94,90,90,3.8,3.2,3.1,3.2
Senesi,DEF,4.5,90,85,85,78,3.2,3.5,3.4,3.3
Petrović,GKP,4.5,93,90,90,91,3.2,3.4,3.3,3.4
Van den Berg,DEF,4.5,91,85,87,84,4.1,2.9,3.1,3.1
Leno,GKP,5.0,94,92,91,92,3.0,3.7,3.5,3.0
D. Henderson,GKP,5.0,92,90,89,87,3.1,4.0,3.3,2.8
Pope,GKP,5.0,90,87,87,87,3.5,3.7,3.1,2.9
Saliba,DEF,6.1,93,87,84,82,2.8,4.1,3.0,3.2
Stach,MID,5.0,89,82,76,78,3.5,3.2,3.1,3.3
Richards,DEF,4.5,87,83,80,78,2.9,4.4,3.3,2.5
Reijnders,MID,5.7,77,71,64,63,3.4,3.6,2.4,3.6
Dewsbury-Hall,MID,5.0,78,72,75,73,3.5,3.2,2.7,3.6
Gana,MID,5.5,89,82,85,76,3.6,3.2,3.0,3.2
Šeško,FWD,7.5,39,76,75,75,2.5,3.1,3.6,3.6
Perri,GKP,4.5,91,89,92,91,3.2,3.0,3.4,3.3
Gomes,MID,5.5,85,77,80,81,3.5,2.9,3.4,3.0
Georginio,MID,6.0,32,69,67,69,1.8,3.8,4.0,3.3
Gravenberch,MID,5.5,85,79,79,79,3.1,3.3,3.3,3.1
Solanke,FWD,7.3,35,47,62,60,2.4,2.9,3.3,4.1
Douglas Luiz,MID,5.0,65,79,80,75,3.0,2.8,3.4,3.6
Szoboszlai,MID,6.5,62,56,55,53,3.0,3.4,3.4,2.9
Lukić,MID,5.0,84,82,77,75,3.1,3.6,3.3,2.8
José Sá,GKP,4.5,94,93,92,90,3.5,2.9,3.5,2.8
Rúben,DEF,5.5,85,82,76,74,3.2,3.5,2.2,3.7
Dorgu,DEF,4.5,83,78,73,71,4.6,2.1,2.9,3.0
Truffert,DEF,4.5,89,82,83,86,2.8,3.3,3.2,3.3
Verbruggen,GKP,4.5,93,93,92,92,3.0,3.2,3.4,2.9
Grealish,MID,6.5,74,73,65,71,3.3,3.2,2.4,3.6
Agbadou,DEF,4.5,92,86,89,86,3.6,2.6,3.7,2.6
Tavernier,MID,5.5,66,56,54,60,3.2,3.1,3.0,3.2
H. Barnes,MID,6.5,70,61,54,35,3.8,4.0,2.9,1.8
Van de Ven,DEF,4.5,87,85,82,80,3.3,3.1,2.5,3.5
Minteh,MID,5.9,74,65,65,62,3.3,3.1,3.3,2.7
Roefs,GKP,4.5,93,92,90,89,3.4,3.0,3.0,2.9
Diakité,DEF,4.5,89,88,88,83,2.8,3.2,3.2,3.1
Hermansen,GKP,4.5,91,91,87,90,3.0,3.1,3.1,3.0
Anthony,MID,5.5,79,77,74,67,3.2,3.1,3.4,2.5
Zubimendi,MID,5.5,86,81,80,74,3.0,3.3,3.0,2.9
Foden,MID,8.0,43,52,47,51,2.6,3.4,2.3,3.9
P.M.Sarr,MID,5.0,76,67,65,65,3.6,2.9,2.6,3.1
Rodrigo,MID,6.4,54,67,79,80,2.4,3.1,2.9,3.8
D. James,MID,5.5,78,64,63,60,3.4,2.7,3.0,3.0
Hudson-Odoi,MID,6.0,65,61,59,57,3.5,2.3,2.8,3.3
Kilman,DEF,4.4,92,86,85,85,3.0,2.9,3.1,2.9
McGinn,MID,5.5,72,66,61,60,3.3,2.7,3.0,2.9
Digne,DEF,4.5,63,64,56,61,3.1,2.8,3.0,3.0
Welbeck,FWD,6.4,61,54,54,51,3.1,3.0,3.3,2.5
Wan-Bissaka,DEF,4.5,91,88,84,83,2.9,3.0,3.1,2.8
Livramento,DEF,5.0,82,77,72,72,3.2,3.7,2.5,2.2
Adingra,MID,5.5,75,70,73,70,3.3,2.7,2.9,2.7
Xhaka,MID,5.0,90,86,82,83,3.2,2.9,2.8,2.8
Muniz,FWD,5.5,56,58,57,52,2.6,3.4,3.2,2.4
De Ligt,DEF,5.0,85,77,77,71,4.1,2.0,2.8,2.7
Mitchell,DEF,5.0,71,73,70,74,2.4,4.1,2.9,2.3
Tonali,MID,5.5,32,86,80,81,1.4,4.0,3.2,3.0
J. O'Brien,DEF,5.0,89,86,81,82,3.3,3.0,1.7,3.5
Xavi Simons,MID,0.0,0,60,74,72,0.0,3.3,3.6,4.6
Tete,DEF,4.5,76,70,65,65,2.5,3.5,3.1,2.3
Kerkez,DEF,6.0,70,71,58,61,2.5,3.5,2.9,2.5
Eze,MID,7.5,55,52,51,52,2.6,3.2,2.8,2.8
Richarlison,FWD,6.7,70,49,37,35,4.2,2.8,2.0,2.4
Rodon,DEF,4.0,89,90,83,84,2.9,2.8,2.9,2.8
Cullen,MID,5.0,87,85,84,84,2.9,2.8,3.0,2.7
Bassey,DEF,4.5,92,88,84,84,2.4,3.5,3.1,2.4
Diarra,MID,5.5,80,78,76,80,3.1,2.7,2.7,2.7
Toti,DEF,4.5,91,88,84,86,3.3,2.4,3.2,2.4
Dúbravka,GKP,4.0,91,91,90,89,2.9,2.8,3.3,2.4
B. Johnson,MID,7.1,60,46,44,43,3.6,2.7,2.3,2.8
Calafiori,DEF,5.6,61,66,60,56,2.2,3.8,2.7,2.6
Ward-Prowse,MID,5.9,73,70,68,66,2.8,2.9,2.9,2.6
N.Aguerd,DEF,4.5,84,81,78,78,2.8,2.8,2.9,2.8
Gudmundsson,DEF,4.0,82,75,75,78,2.9,2.5,2.9,3.0
Chalobah,DEF,5.0,77,70,60,55,3.5,2.9,2.3,2.4
Bogle,DEF,4.5,84,82,77,76,2.9,2.5,2.8,2.9
Hall,DEF,5.5,49,61,77,76,2.2,3.2,3.1,2.6
Van Hecke,DEF,4.5,93,86,88,81,2.6,2.9,3.2,2.3
J.Timber,DEF,5.6,73,64,60,58,2.4,3.5,2.5,2.5
Madueke,MID,7.0,73,54,39,35,3.4,3.4,2.2,2.0
Casemiro,MID,5.5,65,57,58,56,3.3,2.4,2.6,2.6
Y�remy Pino,FWD,0.0,22,70,68,72,1.0,3.8,3.1,3.0
J.Palhinha,MID,5.5,76,74,68,67,3.0,2.8,2.4,2.7
R. James,DEF,5.5,60,59,56,51,3.2,2.7,2.3,2.6
Robinson,DEF,5.0,48,67,84,82,1.4,3.0,3.6,2.6
Yoro,DEF,4.5,81,78,71,68,3.7,2.0,2.4,2.5
Wieffer,MID,5.0,75,65,60,62,2.9,2.7,2.6,2.4
Mykolenko,DEF,4.9,56,84,81,79,2.2,3.0,1.8,3.6
Malen,MID,5.4,59,47,37,38,3.3,2.5,2.4,2.4
Estève,DEF,4.0,92,89,91,85,2.7,2.4,3.4,2.0
Füllkrug,FWD,5.9,68,58,53,53,2.8,2.8,2.6,2.4
Sadiki,MID,5.0,77,73,74,73,2.9,2.5,2.6,2.6
Mings,DEF,4.5,62,63,62,59,2.6,2.5,2.9,2.5
Munetsi,MID,5.5,64,63,63,62,2.9,2.4,2.9,2.4
Hannibal,MID,5.0,70,71,66,65,2.7,2.6,2.9,2.3
Estêvão,MID,6.5,67,43,42,42,3.7,2.3,2.1,2.4
Talbi,MID,5.0,67,66,61,58,3.0,2.6,2.5,2.3
Guessand,MID,6.5,46,43,41,42,2.8,2.4,2.7,2.6
André,MID,5.5,80,75,73,71,2.8,2.5,2.7,2.4
Adams,MID,5.0,83,77,61,59,3.0,2.9,2.3,2.2
Delap,FWD,6.4,51,41,44,36,3.2,2.4,2.4,2.4
Christie,MID,5.0,38,71,63,55,1.7,3.3,2.9,2.5
Todibo,DEF,4.4,75,75,74,70,2.6,2.6,2.7,2.5
Diouf,DEF,4.5,81,74,74,72,2.6,2.6,2.8,2.4
Garner,MID,5.0,72,67,66,64,2.8,2.5,2.3,2.7
Lewis-Potter,DEF,5.0,65,63,62,62,3.1,2.3,2.3,2.5
Amad,MID,6.4,61,56,55,53,3.2,2.1,2.4,2.4
Yarmoliuk,MID,5.0,64,66,66,64,2.6,2.5,2.5,2.5
Gvardiol,DEF,5.9,11,52,80,76,0.5,2.5,2.7,4.5
Berge,MID,5.0,80,75,77,73,2.5,2.7,2.7,2.3
H. Wilson,MID,5.5,32,51,48,44,1.6,3.3,2.9,2.2
Ndoye,MID,6.0,50,49,50,48,2.8,1.9,2.5,2.8
Bernardo,MID,6.4,63,60,49,49,2.8,2.8,1.8,2.6
Beto,FWD,5.4,46,51,49,46,2.5,2.6,2.1,2.8
Kayode,DEF,4.5,69,69,64,58,3.1,2.3,2.3,2.2
J. Henderson,MID,5.0,64,61,59,58,2.7,2.4,2.3,2.4
Cherki,MID,6.5,37,38,39,35,2.3,2.7,2.0,2.8
Nick Woltemade,FWD,0.0,0,66,59,48,0.0,4.3,3.1,2.3
Dunk,DEF,4.5,85,76,76,74,2.4,2.5,2.8,2.1
Burn,DEF,5.0,75,62,57,55,3.0,2.9,2.0,1.8
Baleba,MID,5.0,69,69,62,63,2.5,2.6,2.4,2.2
O'Riley,MID,5.5,58,41,44,46,2.8,2.2,2.5,2.2
Smith Rowe,MID,5.9,52,46,53,45,2.2,2.6,2.8,2.0
Doku,MID,6.4,46,43,44,41,2.4,2.6,2.0,2.7
Adli,MID,5.5,39,48,47,49,1.9,2.6,2.5,2.6
Gnonto,MID,5.5,66,47,46,44,3.0,2.1,2.2,2.3
Okafor,MID,5.5,9,68,63,61,0.5,3.0,3.0,3.1
J. King,MID,4.5,53,50,50,48,2.2,2.7,2.6,2.1
Kamada,MID,5.0,63,48,46,45,2.6,2.7,2.2,2.0
Bijol,DEF,4.0,51,68,75,76,1.8,2.2,2.8,2.7
Raúl,FWD,6.4,39,41,40,43,2.0,2.8,2.5,2.2
Barry,FWD,5.9,50,49,47,48,2.5,2.4,1.9,2.7
De Cuyper,DEF,4.5,71,74,60,67,2.2,2.7,2.5,2.1
J.Ramsey,MID,5.5,65,48,45,32,3.1,2.7,2.2,1.5
Ugochukwu,MID,5.0,79,75,73,73,2.5,2.3,2.4,2.2
Spence,DEF,4.5,71,57,45,51,2.9,2.2,1.5,2.4
Alderete,DEF,4.0,88,68,53,47,3.4,2.2,1.8,1.6
Reinildo,DEF,4.0,81,80,73,75,2.7,2.1,2.1,2.1
Mayenda,FWD,5.5,59,50,53,52,2.7,2.0,2.3,2.1
Bentancur,MID,5.5,58,56,48,58,2.5,2.3,1.8,2.5
Tosin,DEF,4.5,73,47,45,38,3.4,2.1,1.8,1.7
Smith,DEF,4.5,85,62,62,64,2.3,2.2,2.2,2.3
Marco Asensio,MID,0.0,0,57,52,46,0.0,2.9,3.3,2.8
Calvert-Lewin,FWD,5.5,24,33,48,50,1.5,1.8,2.7,3.0
Sessegnon,MID,5.4,60,46,43,42,2.5,2.4,2.2,1.9
Piroe,FWD,5.4,56,42,38,40,2.7,2.0,2.0,2.2
Mukiele,DEF,4.0,67,75,69,68,2.4,2.1,2.1,2.0
Ekdal,DEF,4.0,85,74,63,60,2.6,2.1,2.5,1.5
Ayari,MID,5.0,58,56,48,48,2.2,2.3,2.1,1.9
Bradley,DEF,5.0,60,50,33,28,2.6,2.8,1.9,1.3
Gittens,MID,6.4,48,33,30,29,3.0,1.9,1.7,1.9
Bobb,MID,5.5,53,37,30,34,2.7,2.1,1.4,2.2
Bellegarde,MID,5.5,43,44,46,50,2.1,1.9,2.3,2.1
Walker,DEF,4.5,89,84,83,82,2.1,1.8,2.8,1.4
Matheus N.,DEF,5.4,46,47,38,47,1.9,2.2,1.3,2.7
Saka,MID,9.9,0,19,48,74,0.0,1.3,2.7,4.1
Krejčí,DEF,0.0,0,87,86,78,0.0,2.4,3.4,2.3
Frimpong,DEF,5.9,0,31,53,69,0.0,1.8,3.1,3.2
Hartman,DEF,4.0,73,72,69,64,2.1,1.8,2.7,1.4
Tchatchoua,DEF,4.5,70,58,51,53,2.8,1.6,2.2,1.5
Dibling,MID,5.5,35,46,40,46,1.8,2.1,1.6,2.5
Shaw,DEF,4.5,62,59,46,44,3.0,1.5,1.7,1.7
Mount,MID,6.0,53,33,36,35,2.9,1.4,1.8,1.7
Fofana,DEF,4.5,23,40,72,68,1.0,1.5,2.5,2.7
Stones,DEF,5.5,66,47,33,38,2.6,2.1,1.1,2.0
Bergvall,MID,5.5,49,37,42,46,2.2,1.6,1.7,2.1
Keane,DEF,4.5,89,64,25,14,3.7,2.4,0.7,0.6
Pau,DEF,4.5,51,44,41,45,2.0,1.7,1.9,1.8
Flemming,FWD,5.5,36,46,37,36,1.8,2.1,1.9,1.6
C. Wilson,FWD,5.9,30,34,35,35,1.6,1.9,2.0,1.8
E.Le Fée,MID,4.9,36,45,47,47,1.6,1.8,2.0,1.9
Alcaraz,MID,5.4,46,31,32,35,2.3,1.6,1.4,2.0
Souček,MID,5.9,49,40,42,38,2.0,1.8,1.9,1.6
Hee Chan,MID,5.9,43,21,26,27,2.7,1.2,1.8,1.5
Lewis,DEF,5.0,44,45,49,39,1.7,2.0,1.4,2.1
Maatsen,DEF,4.4,37,37,35,38,1.8,1.6,1.9,1.9
Hume,DEF,4.5,78,58,44,37,2.9,1.7,1.4,1.2
M.Fernandes,MID,0.0,0,53,55,55,0.0,2.3,2.5,2.3
Joelinton,MID,6.0,0,22,63,76,0.0,1.2,2.8,3.0
Carvalho,MID,5.0,37,27,30,30,2.2,1.5,1.6,1.7
Gusto,DEF,5.0,41,40,39,38,2.0,1.7,1.5,1.8
Thiaw,DEF,5.0,41,44,46,49,1.7,2.0,1.7,1.6
Dalot,DEF,4.5,51,48,48,44,2.5,1.1,1.7,1.6
Hutchinson,MID,5.5,31,34,31,34,1.8,1.4,1.6,2.1
Scott,MID,5.0,62,33,32,27,2.6,1.5,1.5,1.3
C.Jones,MID,5.4,44,29,31,31,1.9,1.6,1.7,1.6
Broja,FWD,5.5,28,34,41,38,1.4,1.6,2.1,1.6
Gruev,MID,5.0,77,50,30,30,2.6,1.7,1.1,1.2
Longstaff,MID,4.9,67,43,31,28,2.5,1.6,1.3,1.3
Hughes,MID,5.0,32,40,45,43,1.2,1.9,1.9,1.7
Trippier,DEF,5.0,46,35,30,32,2.2,1.9,1.3,1.3
Bruun Larsen,MID,5.5,31,34,35,35,1.5,1.6,1.9,1.5
Bogarde,DEF,4.0,67,43,25,23,2.7,1.6,1.2,1.0
Kalimuendo,FWD,6.0,24,28,29,30,1.6,1.3,1.6,2.0
Branthwaite,DEF,5.4,0,24,71,81,0.0,0.9,1.9,3.6
J.Murphy,MID,6.4,39,30,29,22,2.0,1.8,1.5,1.1
McAtee,MID,5.5,28,27,32,30,1.6,1.2,1.7,1.8
Lerma,MID,5.0,42,36,36,40,1.6,1.7,1.5,1.6
Trafford,GKP,5.0,67,39,27,24,2.6,1.6,0.9,1.1
Udogie,DEF,4.4,13,31,54,54,0.6,1.3,1.8,2.6
Willock,MID,5.0,48,39,22,14,2.2,2.1,1.1,0.7
Fer López,MID,5.4,34,27,29,31,1.8,1.3,1.6,1.4
Brooks,MID,5.0,46,28,24,22,2.1,1.5,1.3,1.2
Martinelli,MID,6.9,47,20,21,19,2.3,1.4,1.3,1.2
Doherty,DEF,4.5,74,25,30,33,3.0,0.8,1.3,1.0
Edwards,MID,4.9,34,31,32,31,1.6,1.4,1.7,1.3
Gruda,MID,5.4,24,30,32,24,1.3,1.6,1.8,1.2
Tel,MID,6.4,26,21,16,19,1.9,1.5,1.0,1.5
Devenny,MID,4.5,38,24,26,24,1.8,1.5,1.4,1.2
Bayindir,GKP,5.0,84,26,21,21,3.5,0.8,0.7,0.8
Robertson,DEF,5.9,26,31,29,27,1.2,1.7,1.6,1.3
Maguire,DEF,4.5,47,41,33,25,2.3,1.1,1.2,1.0
Amadou Onana,MID,5.0,0,36,51,48,0.0,1.4,2.2,2.0
H.Bueno,DEF,4.5,38,31,34,35,1.7,1.1,1.6,1.2
Foster,FWD,5.0,37,29,23,28,1.7,1.4,1.2,1.2
Møller Wolfe,DEF,4.5,45,42,40,38,1.7,1.1,1.6,1.0
Osula,FWD,5.5,75,7,9,4,3.9,0.6,0.6,0.3
Hinshelwood,MID,5.4,35,35,32,34,1.4,1.4,1.4,1.3
Garnacho,MID,6.4,0,26,28,34,0.0,1.6,1.6,2.2
Milambo,MID,5.4,29,30,25,27,1.5,1.4,1.2,1.3
Danso,DEF,4.4,26,28,39,33,1.1,1.2,1.5,1.6
Trossard,MID,6.9,13,27,22,18,0.8,1.9,1.4,1.2
Nmecha,FWD,5.0,28,26,19,16,1.6,1.4,1.2,1.1
Ampadu,MID,5.0,0,30,62,65,0.0,1.0,2.1,2.2
Wissa,FWD,7.5,0,12,38,48,0.0,0.7,1.9,2.7
Aaronson,MID,5.4,43,26,18,19,2.0,1.3,1.0,1.1
B. White,DEF,5.5,8,32,36,40,0.3,1.7,1.5,1.7
Gianluigi Donnarumma,GKP,0.0,0,46,39,44,0.0,1.9,1.3,2.0
Merino,MID,5.9,38,21,24,21,1.7,1.2,1.2,1.1
Ballard,DEF,4.6,0,32,66,74,0.0,0.9,2.0,2.3
Adama,MID,5.4,27,22,23,23,1.3,1.4,1.3,1.2
Isak,FWD,10.4,0,14,34,36,0.0,1.1,2.0,2.0
P. Roberts,MID,5.4,25,23,28,26,1.4,1.1,1.4,1.2
N.Gonzalez,MID,6.0,44,27,20,22,1.8,1.3,0.8,1.2
Tanaka,MID,5.0,0,29,47,60,0.0,1.0,1.7,2.2
Lewis-Skelly,DEF,5.4,34,24,27,32,1.2,1.3,1.1,1.4
L.Miley,MID,4.5,54,27,14,14,2.2,1.3,0.6,0.6
Aké,DEF,5.5,36,28,20,26,1.5,1.3,0.7,1.4
D. Gomez,MID,5.0,22,22,32,26,1.0,1.0,1.5,1.2
Senne Lammens,GKP,0.0,0,44,47,44,0.0,1.5,1.7,1.6
Ugarte,MID,4.9,26,31,26,33,1.2,1.2,1.1,1.3
Buendía,MID,5.4,44,18,12,10,2.3,0.9,0.8,0.7
Hoever,DEF,4.0,18,33,31,30,0.9,1.1,1.5,1.1
Henry,DEF,4.5,30,31,33,28,1.3,1.1,1.1,1.1
Walker-Peters,DEF,4.5,34,32,32,29,1.1,1.2,1.2,1.0
Sangaré,MID,5.0,33,19,25,25,1.5,0.8,1.1,1.1
Cairney,MID,4.9,14,21,25,23,0.7,1.2,1.4,1.1
Jensen,MID,5.0,24,23,18,22,1.2,1.1,0.8,1.1
Castagne,DEF,4.5,21,24,30,27,0.7,1.1,1.4,0.9
J. Gomez,DEF,5.0,22,23,24,25,0.8,1.1,1.2,1.0
Marc Guiu,FWD,4.5,14,23,21,20,0.8,1.1,1.1,1.0
Sonne,DEF,4.0,33,30,24,31,1.2,1.0,1.1,0.8
F.Kadıoğlu,DEF,4.4,23,24,29,29,0.8,0.9,1.3,1.0
Sosa,DEF,5.0,20,23,24,21,0.8,1.3,1.1,0.8
G.Rodriguez,MID,5.0,28,21,26,23,1.1,0.9,1.0,0.9
Struijk,DEF,4.5,38,27,21,21,1.4,0.9,0.8,0.8
Savinho,MID,6.9,0,9,23,27,0.0,0.6,1.2,2.0
Isidor,FWD,5.5,18,17,20,20,1.0,0.9,1.0,1.0
Zirkzee,FWD,5.9,19,11,16,18,1.3,0.6,0.9,1.1
McNeil,MID,5.9,17,17,17,17,0.9,0.9,0.8,1.0
A.Ramsey,MID,4.5,10,16,22,27,0.6,0.8,1.1,1.2
Summerville,MID,5.5,0,12,27,33,0.0,0.7,1.4,1.6
Potts,MID,4.5,26,20,20,27,1.0,0.8,0.8,1.0
Hato,DEF,4.9,18,24,22,21,0.8,1.0,0.8,0.9
Igor Jesus,FWD,5.9,13,13,14,14,0.9,0.7,0.9,1.0
Kamara,MID,5.0,0,0,32,59,0.0,0.0,1.3,2.3
Cook,MID,5.0,0,0,35,51,0.0,0.0,1.5,2.1
Odobert,MID,5.4,20,11,11,13,1.3,0.7,0.6,0.9
Dowman,MID,4.5,17,17,16,6,0.9,1.1,1.0,0.4
O'Nien,DEF,4.0,0,24,45,49,0.0,0.7,1.3,1.4
Iroegbunam,MID,5.0,27,18,18,16,1.2,0.8,0.8,0.7
Coppola,DEF,4.5,21,24,21,24,0.7,0.9,0.9,0.8
Andrey Santos,MID,4.5,26,18,15,15,1.2,0.8,0.6,0.7
Elliott,MID,5.4,13,11,14,15,0.7,0.7,0.9,0.9
Mainoo,MID,4.9,16,16,19,20,0.8,0.7,0.8,0.9
Laurent,MID,5.0,16,21,20,22,0.7,0.8,0.9,0.8
J. Harrison,MID,5.4,20,9,11,14,1.1,0.5,0.6,0.9
L. Martinez,DEF,4.9,0,1,31,55,0.0,0.0,1.1,2.0
Hill,DEF,4.0,14,20,20,21,0.5,0.8,0.8,0.9
Clyne,DEF,4.0,16,16,21,28,0.6,0.8,0.8,0.9
J.Araujo,DEF,4.0,0,21,27,26,0.0,0.9,1.1,1.1
Gordon,MID,7.5,0,0,0,65,0.0,0.0,0.0,3.0
Tuanzebe,DEF,4.0,10,21,35,39,0.3,0.6,1.3,0.9
Gray,MID,5.0,19,17,19,24,0.7,0.6,0.7,0.9
Chiesa,MID,6.5,8,10,12,9,0.6,0.8,0.9,0.7
Nicol� Savona,DEF,0.0,0,18,26,26,0.0,0.5,1.1,1.3
Hickey,DEF,4.0,11,17,23,28,0.4,0.6,0.8,1.0
Esse,MID,4.9,17,9,12,13,0.9,0.6,0.7,0.7
Gannon-Doak,MID,5.0,12,11,13,14,0.6,0.7,0.7,0.8
Ederson M.,GKP,5.4,22,7,21,20,0.8,0.3,0.7,0.9
J.Cuenca,DEF,4.5,20,18,16,17,0.7,0.8,0.7,0.6
Masuaku,DEF,4.0,28,21,20,15,1.0,0.6,0.6,0.5
Nwaneri,MID,5.4,14,10,10,9,0.8,0.7,0.6,0.6
Boscagli,DEF,4.5,14,15,21,25,0.5,0.6,0.9,0.8
Kovačić,MID,6.0,0,12,23,23,0.0,0.6,0.9,1.2
Tzimas,FWD,5.4,8,8,9,14,0.6,0.6,0.7,0.8
C. Mosquera,DEF,5.4,19,14,18,22,0.6,0.6,0.7,0.8
Morato,DEF,4.5,12,13,15,21,0.5,0.4,0.6,1.1
Mazraoui,DEF,4.9,0,15,27,28,0.0,0.4,1.0,1.1
N. Patterson,DEF,4.5,0,11,24,28,0.0,0.5,0.7,1.3
Yates,MID,5.0,12,12,13,14,0.6,0.5,0.6,0.7
Andre Onana,GKP,5.0,6,15,21,21,0.3,0.5,0.8,0.8
