name,position,cost,xmins_gw7,xmins_gw8,xmins_gw9,xmins_gw10,xpts_gw7,xpts_gw8,xpts_gw9,xpts_gw10
Mitchell,DEF,5.0,80,80,82,80,3.4,3.6,2.4,3.8
Gravenberch,MID,5.6,83,82,79,79,3.2,3.5,3.2,3.3
Kluivert,MID,7.0,59,58,59,61,3.6,3.0,3.7,2.8
Zubimendi,MID,5.5,82,82,79,77,3.7,3.2,3.2,3.2
Ayari,MID,4.9,73,72,74,71,3.3,3.2,3.1,3.5
Roefs,GKP,4.6,92,93,92,91,3.0,3.7,2.9,3.5
Frimpong,DEF,5.9,55,70,70,71,2.2,3.7,3.4,3.8
Romero,DEF,5.1,91,86,82,81,3.6,3.4,3.1,2.9
Sánchez,GKP,4.9,85,83,85,85,2.9,3.1,3.9,3.1
Dúbravka,GKP,4.0,93,93,93,90,3.1,3.7,3.4,2.8
Iwobi,MID,6.5,77,76,75,72,3.2,3.0,3.0,3.8
E.Le Fée,MID,4.9,74,71,68,68,3.2,3.7,2.8,3.3
Szoboszlai,MID,6.5,61,58,58,62,2.9,3.4,3.1,3.5
Gibbs-White,MID,7.4,76,73,69,70,3.1,3.3,3.0,3.5
Diakité,DEF,4.5,89,89,85,81,3.8,3.1,3.6,2.4
Tavernier,MID,5.5,65,64,64,62,3.5,3.0,3.6,2.7
Palmer,MID,10.3,0,29,71,81,0.0,1.9,5.9,4.9
Truffert,DEF,4.5,92,84,83,83,4.0,2.8,3.7,2.2
Ekdal,DEF,4.0,89,85,83,79,3.0,3.7,3.5,2.5
Collins,DEF,5.0,92,89,85,80,3.1,3.8,2.8,2.9
Wood,FWD,7.4,71,68,58,53,3.3,3.5,2.8,3.1
Okafor,MID,5.5,71,65,66,61,3.4,3.1,3.5,2.6
Cash,DEF,4.6,82,80,81,77,4.5,3.1,2.9,2.1
Xhaka,MID,5.0,90,88,85,81,3.1,3.5,2.9,3.1
Strand Larsen,FWD,6.4,42,73,71,69,2.1,3.5,3.8,3.0
Sels,GKP,4.9,93,92,92,91,3.0,3.2,3.0,3.3
Estêvão,MID,6.5,64,58,51,54,3.2,3.1,3.4,2.8
De Cuyper,DEF,4.4,75,66,66,64,3.6,2.9,2.4,3.5
De Ligt,DEF,5.0,83,86,81,82,4.1,2.3,3.0,3.0
Kelleher,GKP,4.5,94,93,91,92,3.0,3.5,2.9,3.0
Gomes,MID,5.4,88,87,75,72,3.3,3.4,3.1,2.6
Raúl,FWD,6.3,64,75,56,43,3.1,3.5,2.8,2.9
Mykolenko,DEF,4.9,88,84,79,76,3.4,2.2,3.2,3.4
Gudmundsson,DEF,4.0,83,76,82,74,3.2,3.0,3.8,2.2
E. Martinez,GKP,5.0,70,92,93,90,3.0,3.2,3.1,2.7
Ampadu,MID,4.9,88,85,83,78,3.2,3.1,3.1,2.7
Mukiele,DEF,4.0,84,81,83,81,2.7,3.7,2.4,3.3
Alderete,DEF,4.1,83,74,76,74,2.9,3.6,2.4,3.2
Robinson,DEF,5.0,65,86,84,82,2.3,2.8,2.8,4.1
Milenković,DEF,5.4,93,84,85,84,2.9,2.9,2.9,3.2
Garner,MID,5.0,86,77,72,66,3.4,2.8,2.9,2.8
N.Williams,DEF,4.9,90,89,79,79,2.8,3.2,2.7,3.2
Hermansen,GKP,4.5,93,91,90,89,2.5,3.3,3.1,2.9
J. O'Brien,DEF,5.0,90,85,85,79,3.2,2.0,3.2,3.3
Richarlison,FWD,6.8,72,59,43,37,3.9,3.5,2.3,2.1
Van den Berg,DEF,4.5,92,87,87,80,2.9,3.5,2.6,2.7
Doku,MID,6.6,61,57,49,41,3.4,3.4,2.6,2.4
Van de Ven,DEF,4.8,89,83,82,83,3.2,3.0,2.8,2.6
Wharton,MID,5.0,78,72,72,74,3.1,3.0,2.5,3.1
Konsa,DEF,4.5,93,90,85,90,4.1,2.9,2.5,2.1
Gana,MID,5.4,83,77,69,73,3.2,2.7,2.7,2.9
Rúben,DEF,5.5,76,74,64,65,3.0,3.4,2.5,2.8
Bassey,DEF,4.5,89,88,84,84,2.8,2.6,2.5,3.7
McGinn,MID,5.4,74,63,63,65,3.6,2.7,2.7,2.5
Dorgu,DEF,4.5,73,73,69,64,4.1,1.9,2.9,2.5
Krejčí,DEF,4.5,87,78,78,77,2.8,3.0,3.3,2.3
J.Palhinha,MID,5.5,79,76,73,73,3.0,2.9,2.7,2.7
Struijk,DEF,4.5,80,79,65,71,3.1,3.2,2.9,2.2
Ndoye,MID,6.0,69,66,61,62,2.8,2.9,2.6,3.0
Wieffer,MID,4.9,61,73,67,64,2.6,3.0,2.7,2.9
Foster,FWD,5.0,71,64,65,59,2.9,3.2,2.9,2.3
M.Fernandes,MID,5.5,73,69,71,68,2.5,3.0,2.9,2.8
Johnstone,GKP,4.5,83,81,73,73,2.8,3.0,2.9,2.4
Kilman,DEF,4.4,91,89,83,80,2.2,3.2,3.0,2.6
Kamara,MID,4.9,82,80,70,71,3.2,2.9,2.5,2.4
Yarmoliuk,MID,5.0,79,77,75,70,2.8,2.9,2.6,2.5
Hartman,DEF,4.0,82,78,70,71,2.6,3.4,2.8,2.0
Cullen,MID,5.0,76,73,69,74,2.7,2.9,2.7,2.6
Bruun Larsen,MID,5.3,58,50,54,52,2.7,2.9,2.8,2.3
Talbi,MID,5.0,68,65,66,63,2.6,3.1,2.4,2.7
J. King,MID,4.5,59,64,59,58,2.6,2.6,2.4,3.1
Lukić,MID,5.0,88,63,60,65,3.3,2.2,2.2,3.0
Dewsbury-Hall,MID,5.0,0,86,80,84,0.0,3.0,3.7,3.9
Grealish,MID,6.9,82,0,74,75,3.6,0.0,3.5,3.6
Welbeck,FWD,6.3,45,45,43,40,2.7,2.6,2.4,2.7
J.Murphy,MID,6.2,50,47,48,48,2.9,2.3,2.6,2.6
Kerkez,DEF,5.9,64,57,59,60,2.3,2.6,2.6,2.9
Lammens,GKP,5.0,52,71,82,81,2.2,2.3,3.0,2.9
Berge,MID,5.0,80,76,74,76,2.7,2.4,2.4,2.8
Beto,FWD,5.4,53,51,47,45,2.8,2.3,2.7,2.6
Walker,DEF,4.5,87,87,84,82,2.3,3.2,2.8,1.9
Munetsi,MID,5.4,60,56,60,64,2.5,2.5,2.8,2.5
Amad,MID,6.3,47,59,58,56,2.6,2.4,2.8,2.6
Diouf,DEF,4.4,89,88,83,85,1.7,3.2,2.8,2.6
Sadiki,MID,5.0,86,85,83,78,2.5,2.8,2.3,2.5
R. James,DEF,5.4,59,58,52,46,2.3,2.6,3.2,2.0
Baleba,MID,4.8,61,65,59,58,2.6,2.6,2.3,2.5
H.Bueno,DEF,4.4,64,60,64,61,2.3,2.6,3.1,2.0
André,MID,5.4,66,68,66,67,2.4,2.6,2.5,2.4
J. Henderson,MID,5.0,71,72,65,68,2.5,2.7,2.3,2.4
Aaronson,MID,5.4,60,53,47,41,2.9,2.5,2.5,1.8
Kayode,DEF,4.5,84,79,76,71,2.4,3.0,2.1,2.2
Gruda,MID,5.4,47,45,43,45,2.6,2.4,2.2,2.7
Murillo,DEF,5.4,27,57,85,81,1.0,2.2,3.2,3.4
D. Gomez,MID,4.9,55,51,52,49,2.6,2.4,2.3,2.5
Mavropanos,DEF,4.4,75,68,69,68,2.0,2.6,2.6,2.4
Adams,MID,5.0,76,66,55,52,3.0,2.5,2.2,1.9
Bakwa,MID,6.0,54,54,50,49,2.3,2.5,2.2,2.5
Agbadou,DEF,4.5,62,56,58,61,2.2,2.5,2.7,2.2
Ekitiké,FWD,8.7,34,38,37,37,1.9,2.7,2.4,2.5
Kamada,MID,5.0,57,49,52,52,2.5,2.3,2.0,2.6
Barry,FWD,5.8,47,48,44,42,2.4,2.1,2.5,2.3
Rigg,MID,4.8,56,57,60,56,2.2,2.6,2.2,2.4
Florentino,MID,5.0,63,63,62,56,2.3,2.4,2.4,2.0
P.M.Sarr,MID,5.0,55,51,53,46,2.5,2.4,2.3,2.0
O’Reilly,DEF,4.9,74,48,33,31,3.4,2.6,1.5,1.6
Casemiro,MID,5.5,52,49,49,51,2.6,2.0,2.2,2.2
Adingra,MID,5.3,49,49,49,51,2.1,2.5,1.9,2.4
Digne,DEF,4.5,60,55,52,53,3.3,2.1,1.9,1.5
Yoro,DEF,4.5,58,66,65,61,2.7,1.7,2.4,2.1
Shaw,DEF,4.5,71,65,64,64,3.2,1.4,2.2,2.0
Udogie,DEF,4.4,61,58,60,57,2.3,2.3,2.1,2.0
Summerville,MID,5.5,54,54,50,47,1.9,2.6,2.2,2.1
Castagne,DEF,4.4,87,83,55,24,3.0,2.6,1.8,1.3
Guessand,MID,6.3,46,38,36,42,2.9,2.0,1.9,1.9
Chalobah,DEF,5.2,0,70,57,54,0.0,3.1,3.3,2.3
Kevin,MID,6.0,49,44,47,42,2.3,1.9,2.1,2.4
Garnacho,MID,6.4,46,39,28,32,2.5,2.3,2.1,1.8
Tchatchoua,DEF,4.5,76,64,53,52,2.4,2.4,2.3,1.5
Christie,MID,5.0,42,49,45,48,2.1,2.2,2.3,2.0
Bernardo,MID,6.4,54,42,39,44,2.5,2.1,1.7,2.1
Isidor,FWD,5.6,55,47,44,40,2.3,2.4,1.8,2.0
H. Wilson,MID,5.3,43,44,41,38,2.1,2.0,2.0,2.4
Marmoush,MID,8.3,0,25,41,45,0.0,2.1,2.8,3.6
Adli,MID,5.5,37,42,41,39,2.1,2.1,2.5,1.8
Matheus N.,DEF,5.3,47,44,38,46,2.1,2.3,1.7,2.3
Bergvall,MID,5.4,55,53,44,44,2.4,2.3,1.8,1.9
Ugochukwu,MID,5.0,61,63,58,63,2.0,2.3,2.1,2.0
S.Bueno,DEF,4.4,60,59,56,57,1.9,2.3,2.3,1.8
C. Wilson,FWD,5.9,48,44,44,46,1.8,2.3,2.1,2.1
Dalot,DEF,4.4,60,60,49,51,3.1,1.5,1.9,1.8
Aït-Nouri,DEF,5.8,0,30,65,65,0.0,1.7,3.0,3.5
Füllkrug,FWD,5.7,47,44,45,43,1.8,2.3,2.1,2.0
Pau,DEF,4.4,86,62,44,39,3.9,2.0,1.4,1.0
Zinchenko,DEF,4.9,21,75,71,69,0.6,2.6,2.3,2.7
Bentancur,MID,5.4,53,52,47,49,2.1,2.1,1.9,1.9
Elanga,MID,6.9,30,32,35,34,2.0,1.8,2.2,2.1
Wan-Bissaka,DEF,4.3,42,70,68,71,0.9,2.5,2.3,2.2
Tanaka,MID,4.9,46,51,54,56,1.8,1.9,2.2,1.9
Maguire,DEF,4.4,60,49,42,44,3.1,1.4,1.7,1.7
Hume,DEF,4.5,67,60,52,51,1.9,2.6,1.3,1.9
Tchaouna,MID,4.9,36,39,38,40,1.7,2.2,2.0,1.7
Merino,MID,5.9,28,35,31,36,1.9,1.9,1.8,2.1
Sancho,MID,5.9,27,48,41,46,1.6,2.2,1.9,1.9
Scott,MID,5.0,47,42,42,42,2.2,1.8,2.0,1.7
Thiaw,DEF,4.9,43,45,42,48,1.9,1.7,1.9,2.1
Elliott,MID,5.4,61,47,40,0,3.4,2.3,1.9,0.0
Toti,DEF,4.4,37,54,56,56,1.3,2.2,2.4,1.8
Igor Jesus,FWD,5.8,35,39,41,39,1.6,1.9,1.9,2.1
Lewis,DEF,5.0,46,41,40,43,1.9,2.0,1.6,2.0
Hannibal,MID,4.9,45,45,41,43,1.8,2.1,1.9,1.7
Branthwaite,DEF,5.3,0,16,76,79,0.0,0.5,3.2,3.8
Perri,GKP,4.5,0,40,73,93,0.0,1.5,3.0,3.1
Tolu,FWD,5.5,49,31,32,32,2.4,1.7,1.9,1.5
A.Jimenez,DEF,4.5,64,47,33,34,3.1,1.8,1.6,1.1
Buendía,MID,5.3,49,37,25,29,2.8,1.9,1.4,1.4
Hudson-Odoi,MID,6.0,44,39,37,38,1.9,1.9,1.7,1.9
Hee Chan,MID,5.9,36,31,29,33,2.0,1.8,1.8,1.7
Martinelli,MID,6.9,25,29,27,26,2.0,1.8,1.8,1.8
Cook,MID,4.9,29,48,50,52,1.3,1.9,2.2,2.0
Gusto,DEF,4.9,43,44,41,38,1.6,1.8,2.3,1.5
Bellegarde,MID,5.3,35,36,42,35,1.7,1.8,2.1,1.6
Souček,MID,5.7,0,63,58,59,0.0,2.6,2.3,2.3
S.Magassa,MID,5.0,58,46,48,47,2.0,1.7,1.8,1.7
Savinho,MID,6.9,30,37,25,26,1.8,2.3,1.4,1.6
Lewis-Potter,DEF,5.0,52,47,49,51,1.7,2.0,1.6,1.8
Smith Rowe,MID,5.8,37,38,37,39,1.7,1.6,1.6,2.1
Keane,DEF,4.5,77,64,22,17,3.2,2.0,1.0,0.8
Alcaraz,MID,5.3,52,43,21,22,2.6,1.8,1.2,1.3
Trossard,MID,6.9,23,24,30,24,1.8,1.5,1.9,1.7
Tielemans,MID,5.9,0,30,65,80,0.0,1.3,2.7,2.9
Douglas Luiz,MID,5.0,0,33,64,68,0.0,1.3,2.5,2.9
Bobb,MID,5.5,39,29,25,18,2.2,1.9,1.4,1.2
Dibling,MID,5.5,38,47,23,24,1.9,1.9,1.3,1.4
Darlow,GKP,4.0,93,54,22,1,3.5,2.1,0.9,0.1
Odobert,MID,5.3,37,34,28,23,1.9,1.8,1.5,1.3
Hughes,MID,4.9,33,45,42,44,1.3,1.9,1.5,1.9
H. Barnes,MID,6.5,22,27,27,24,1.5,1.6,1.8,1.6
Solanke,FWD,7.2,0,18,46,53,0.0,1.1,2.4,2.9
Masuaku,DEF,4.0,70,65,18,19,2.1,3.0,0.5,0.8
Spence,DEF,4.5,41,45,43,44,1.6,1.8,1.5,1.5
Mount,MID,5.9,30,28,27,33,1.8,1.3,1.5,1.7
Hato,DEF,4.8,72,32,28,30,2.4,1.3,1.5,1.1
F.Kadıoğlu,DEF,4.4,48,30,33,35,2.2,1.2,1.2,1.7
J. Harrison,MID,5.3,39,30,24,23,2.0,1.6,1.4,1.1
Longstaff,MID,4.9,44,35,38,36,1.8,1.4,1.6,1.3
Brooks,MID,5.0,29,26,29,29,1.6,1.4,1.7,1.4
Nketiah,FWD,5.4,24,24,26,30,1.4,1.5,1.3,1.9
Maatsen,DEF,4.3,37,37,40,36,2.0,1.4,1.5,1.1
Geertruida,DEF,4.5,36,55,44,46,1.0,2.3,1.0,1.7
Fofana,DEF,4.4,0,26,52,56,0.0,1.0,2.7,2.2
Buonanotte,MID,4.8,34,24,20,20,1.8,1.4,1.5,1.2
Gittens,MID,6.2,30,27,22,17,1.7,1.6,1.6,1.0
Brobbey,FWD,5.5,26,27,31,30,1.3,1.6,1.4,1.6
Robertson,DEF,5.8,31,29,32,33,1.2,1.4,1.5,1.7
Tzimas,FWD,5.4,21,22,24,22,1.4,1.4,1.4,1.5
Ugarte,MID,4.9,35,33,37,36,1.6,1.3,1.5,1.4
Sessegnon,MID,5.4,40,27,31,27,1.7,1.2,1.3,1.4
Cherki,MID,6.3,0,17,33,36,0.0,1.2,2.0,2.4
Adama,MID,5.3,29,29,25,25,1.5,1.4,1.2,1.6
Morato,DEF,4.4,71,42,24,30,2.1,1.4,0.8,1.1
Kovačić,MID,5.9,27,30,33,30,1.3,1.4,1.4,1.4
Gnonto,MID,5.2,0,20,44,47,0.0,1.0,2.4,2.0
B. Johnson,MID,6.9,26,23,19,19,1.6,1.4,1.1,1.1
Bradley,DEF,5.0,40,21,24,26,1.6,1.1,1.1,1.3
Stones,DEF,5.5,35,30,30,28,1.4,1.4,1.2,1.2
J.Ramsey,MID,5.3,20,22,24,26,1.2,1.1,1.3,1.4
Nmecha,FWD,5.0,18,22,20,22,1.1,1.3,1.4,1.2
C.Jones,MID,5.4,18,20,24,30,0.9,1.1,1.3,1.6
Fer López,MID,5.3,21,23,24,24,1.1,1.2,1.4,1.2
Malen,MID,5.1,22,18,18,22,1.6,1.1,1.1,1.2
Mayenda,FWD,5.5,21,20,22,26,1.1,1.2,1.1,1.5
Ballard,DEF,4.6,25,36,28,36,0.8,1.7,0.8,1.5
Sangaré,MID,5.0,56,37,18,17,2.0,1.4,0.7,0.7
Ward-Prowse,MID,5.8,39,23,27,26,1.4,1.1,1.2,1.1
Hickey,DEF,4.0,38,37,39,36,1.1,1.4,1.1,1.1
Smith,DEF,4.4,0,25,55,58,0.0,0.9,2.3,1.5
Acheampong,DEF,4.0,81,15,15,9,3.0,0.6,0.7,0.4
Piroe,FWD,5.2,17,19,19,23,1.1,1.1,1.3,1.2
Mings,DEF,4.5,0,24,58,60,0.0,0.9,2.0,1.7
Kolo Muani,FWD,6.9,0,14,33,37,0.0,0.9,1.7,2.0
R.Gomes,DEF,4.5,28,25,22,20,1.2,1.3,1.2,0.8
McAtee,MID,5.3,19,26,21,22,1.0,1.3,1.1,1.2
Tosin,DEF,4.4,0,20,32,46,0.0,0.9,1.8,1.9
Broja,FWD,5.3,12,22,18,25,0.7,1.4,1.1,1.3
Amadou Onana,MID,4.9,0,34,42,43,0.0,1.3,1.6,1.6
Laurent,MID,4.9,25,24,34,31,1.0,1.0,1.3,1.1
Mainoo,MID,4.8,23,22,27,26,1.2,1.0,1.2,1.1
Pinnock,DEF,4.4,25,29,29,33,0.9,1.3,1.0,1.3
Lewis-Skelly,DEF,5.3,18,23,20,26,1.0,1.1,1.0,1.3
Tete,DEF,4.5,0,0,31,65,0.0,0.0,1.1,3.4
Reinildo,DEF,4.0,0,0,72,69,0.0,0.0,1.8,2.6
B. White,DEF,5.4,16,19,25,26,0.9,0.9,1.3,1.3
Traoré,MID,5.5,14,21,22,24,0.7,1.3,1.1,1.3
Muniz,FWD,5.5,0,0,20,52,0.0,0.0,1.1,3.2
Savona,DEF,4.5,63,16,27,32,1.7,0.5,0.9,1.2
Walker-Peters,DEF,4.4,56,35,28,35,1.0,1.3,1.0,1.1
N.Gonzalez,MID,5.9,22,25,25,23,1.0,1.1,1.0,1.1
C. Mosquera,DEF,5.4,29,16,20,23,1.5,0.6,0.9,1.1
Kalimuendo,FWD,6.0,12,18,18,22,0.7,1.1,1.0,1.3
Todibo,DEF,4.3,30,29,26,36,0.8,1.1,1.0,1.2
Chukwueze,MID,5.4,16,19,19,16,0.9,1.0,1.0,1.1
McNeil,MID,5.6,23,27,11,13,1.3,1.3,0.7,0.7
Nelson,MID,4.9,14,17,20,24,0.7,1.0,1.0,1.2
Tel,MID,6.3,26,14,10,9,1.7,1.0,0.7,0.7
Bijol,DEF,3.9,14,20,30,36,0.5,0.8,1.4,1.2
Carvalho,MID,4.9,14,15,18,19,0.8,1.0,1.1,1.1
Cairney,MID,4.9,13,19,22,24,0.6,0.9,1.0,1.3
B.Badiashile,DEF,4.4,34,29,16,16,1.3,1.2,0.7,0.6
Lerma,MID,4.9,19,25,22,23,0.8,1.1,0.9,1.0
Iroegbunam,MID,4.9,27,26,19,18,1.1,1.0,0.8,0.8
Neil,MID,4.9,22,27,23,27,0.8,1.1,0.8,1.1
Zirkzee,FWD,5.9,14,14,15,19,0.9,0.8,0.9,1.1
Flemming,FWD,5.3,14,14,17,18,0.8,1.0,1.0,0.9
Igor,DEF,4.5,28,26,32,36,0.7,0.9,1.1,1.1
Justin,DEF,4.0,17,21,28,23,0.7,0.9,1.3,0.8
Botman,DEF,4.9,19,20,21,19,0.9,0.8,1.0,0.9
Gruev,MID,4.9,19,25,28,23,0.7,1.0,1.1,0.8
Watson,MID,4.9,28,9,10,11,1.7,0.6,0.6,0.7
J. Gomez,DEF,5.0,15,18,23,28,0.5,0.8,1.0,1.3
Y. Mosquera,DEF,4.4,24,22,22,24,0.9,0.9,0.9,0.8
Hoever,DEF,4.0,14,20,21,19,0.6,0.9,1.1,0.8
Bayindir,GKP,5.0,38,23,16,13,1.6,0.7,0.6,0.5
Coppola,DEF,4.4,14,16,20,24,0.6,0.7,0.8,1.2
Röhl,MID,5.0,0,6,29,30,0.0,0.3,1.5,1.5
Nwaneri,MID,5.3,8,11,13,19,0.7,0.6,0.8,1.2
Dominguez,MID,5.0,20,18,17,18,0.9,0.8,0.8,0.8
George,MID,4.9,18,11,10,12,1.1,0.7,0.8,0.7
Jensen,MID,4.9,14,17,19,17,0.7,0.8,0.9,0.8
Andrey Santos,MID,4.5,0,12,22,31,0.0,0.6,1.2,1.4
Sonne,DEF,4.0,18,17,22,19,0.7,0.8,1.0,0.6
Janelt,MID,4.9,13,19,18,20,0.5,0.8,0.7,0.8
Edwards,MID,4.8,13,12,14,12,0.7,0.7,0.8,0.7
Marc Guiu,FWD,4.3,12,10,9,8,0.8,0.7,0.8,0.6
Lavia,MID,4.9,19,20,14,16,0.8,0.8,0.6,0.7
Aké,DEF,5.4,24,18,12,11,1.0,0.9,0.5,0.5
Doherty,DEF,4.4,0,12,27,32,0.0,0.5,1.2,1.1
Mazraoui,DEF,4.9,0,15,26,33,0.0,0.5,1.1,1.3
Henry,DEF,4.4,17,22,21,20,0.6,0.9,0.7,0.7
Osula,FWD,5.5,11,10,11,7,0.8,0.6,0.7,0.6
Bogarde,DEF,4.0,32,19,11,11,1.4,0.6,0.4,0.3
Hutchinson,MID,5.5,10,11,13,15,0.5,0.6,0.7,0.9
José Sá,GKP,4.4,11,17,22,24,0.4,0.6,0.8,0.8
Khusanov,DEF,5.4,0,11,22,27,0.0,0.5,0.9,1.2
Krafth,DEF,4.4,12,17,15,18,0.5,0.6,0.7,0.8
Hill,DEF,4.0,28,18,7,9,1.3,0.7,0.3,0.3
