name,position,cost,xmins_gw6,xmins_gw7,xmins_gw8,xmins_gw9,xpts_gw6,xpts_gw7,xpts_gw8,xpts_gw9
Estêvão,MID,6.5,67,62,59,55,3.5,2.9,3.0,3.5
Van Hecke,DEF,4.4,92,87,86,83,2.9,3.8,3.4,2.8
Gravenberch,MID,5.6,86,80,75,75,3.5,3.1,3.3,3.1
Szoboszlai,MID,6.5,67,59,60,58,3.5,2.9,3.5,3.2
Rodon,DEF,4.0,90,86,86,80,3.2,3.1,3.3,3.4
Sels,GKP,5.0,93,90,90,90,3.9,3.0,3.1,3.0
Estève,DEF,4.0,92,91,89,85,2.5,3.0,3.8,3.5
Dorgu,DEF,4.5,85,78,68,67,3.4,4.6,1.9,2.9
Leno,GKP,5.0,94,93,92,91,3.4,3.2,3.1,3.1
Milenković,DEF,5.4,90,88,83,82,4.4,2.8,2.9,2.8
Dúbravka,GKP,4.0,93,91,92,91,2.8,3.0,3.6,3.3
Gomes,MID,5.4,87,81,83,76,3.2,3.1,3.3,3.2
D. Henderson,GKP,5.0,93,94,90,91,3.0,3.4,3.5,2.8
Gudmundsson,DEF,4.0,84,76,80,75,3.2,2.9,3.2,3.5
Rúben,DEF,5.5,80,78,70,67,3.9,3.1,3.1,2.6
Konsa,DEF,4.5,89,89,87,87,3.5,3.9,2.7,2.6
E. Martinez,GKP,5.0,64,92,91,92,2.6,3.9,3.1,3.1
Okafor,MID,5.5,63,65,61,59,3.1,3.2,3.0,3.3
Van den Berg,DEF,4.5,90,89,86,85,3.4,3.0,3.6,2.6
Roefs,GKP,4.5,93,92,91,92,3.1,2.9,3.6,2.8
J. O'Brien,DEF,5.0,89,84,82,83,4.0,3.3,2.1,3.2
Collins,DEF,5.0,91,86,80,84,3.5,2.9,3.4,2.7
Sánchez,GKP,4.9,81,79,77,79,3.2,2.7,3.0,3.6
Kelleher,GKP,4.5,94,94,89,91,3.3,3.0,3.3,2.8
Guéhi,DEF,4.7,90,90,88,88,2.8,3.5,3.6,2.5
Doku,MID,6.5,62,58,52,45,4.0,3.1,3.0,2.3
Garner,MID,5.0,78,79,73,72,3.5,3.2,2.7,3.0
Iwobi,MID,6.5,81,73,75,71,3.4,3.1,3.0,2.9
Lukić,MID,5.0,86,82,76,75,3.3,3.3,2.9,2.9
De Ligt,DEF,5.0,84,80,76,75,3.2,4.1,2.1,2.9
Kluivert,MID,7.0,41,50,55,60,2.4,3.1,2.9,3.8
Ayari,MID,4.9,72,70,69,70,2.9,3.3,3.1,2.9
Ampadu,MID,4.9,88,84,83,81,3.2,3.0,3.0,3.0
Livramento,DEF,5.1,85,80,77,81,2.7,3.5,2.5,3.5
Wharton,MID,5.0,88,81,79,79,3.2,3.1,3.2,2.7
Gana,MID,5.4,79,76,74,75,3.4,3.1,2.7,3.0
Richards,DEF,4.5,88,83,83,77,2.9,3.3,3.5,2.4
Ekdal,DEF,4.0,87,85,81,78,2.4,2.9,3.6,3.3
Xhaka,MID,5.0,90,87,86,83,3.1,2.9,3.3,2.7
Yeremy,MID,6.0,61,69,67,68,2.8,3.2,3.5,2.6
Agbadou,DEF,4.5,80,75,73,71,2.6,2.8,3.3,3.3
Hermansen,GKP,4.5,92,90,93,90,3.0,2.5,3.4,3.1
Ndoye,MID,6.1,66,63,63,61,3.8,2.7,2.9,2.6
Struijk,DEF,4.5,80,77,72,70,3.0,2.9,2.9,3.2
Burn,DEF,5.0,88,81,75,65,2.9,3.6,2.6,2.8
Wood,FWD,7.5,61,57,52,51,3.9,2.8,2.7,2.5
Dunk,DEF,4.5,88,83,78,75,2.7,3.6,3.1,2.5
Muniz,FWD,5.5,64,63,63,60,3.1,3.0,2.9,2.8
Hall,DEF,5.4,44,78,76,77,1.6,3.8,2.7,3.7
Welbeck,FWD,6.3,56,53,52,57,2.8,3.1,3.0,2.9
Mitchell,DEF,5.0,84,82,77,80,2.8,3.2,3.4,2.2
Grealish,MID,6.9,80,78,0,76,4.3,3.7,0.0,3.6
Kilman,DEF,4.4,89,88,87,83,3.0,2.2,3.2,3.0
Adams,MID,5.0,87,77,63,55,3.5,3.1,2.4,2.3
Tete,DEF,4.5,86,82,79,78,3.1,2.9,2.6,2.7
Frimpong,DEF,5.9,47,55,71,67,2.2,2.2,3.6,3.3
Krejčí,DEF,4.5,86,84,76,78,2.3,2.6,3.0,3.3
Kamara,MID,4.9,87,82,72,70,3.2,3.1,2.5,2.4
McGinn,MID,5.4,76,65,57,55,3.3,3.2,2.4,2.3
Bernardo,MID,6.4,65,61,60,52,3.4,2.7,2.8,2.2
O’Reilly,DEF,4.9,66,55,50,38,4.0,2.7,2.7,1.7
Zinchenko,DEF,4.9,78,69,65,65,4.2,2.3,2.4,2.2
Elliott,MID,5.4,67,54,50,45,3.4,3.1,2.4,2.2
Cullen,MID,5.0,80,73,79,70,2.7,2.6,3.1,2.7
J.Arias,MID,5.2,60,56,56,56,2.6,2.6,2.7,3.0
Ward-Prowse,MID,5.8,77,81,73,73,2.7,2.5,2.9,2.7
Foster,FWD,5.0,68,64,60,62,2.5,2.6,2.9,2.8
Kerkez,DEF,5.9,69,67,62,61,2.9,2.4,2.8,2.7
J.Palhinha,MID,5.5,75,73,68,68,3.1,2.7,2.6,2.4
Lewis,DEF,5.0,71,57,54,47,3.8,2.5,2.6,1.9
Mukiele,DEF,4.0,77,76,78,75,2.7,2.4,3.5,2.2
Beto,FWD,5.4,50,49,51,49,3.1,2.7,2.2,2.7
Yarmoliuk,MID,5.0,75,74,73,70,2.8,2.6,2.7,2.4
R. James,DEF,5.4,54,53,49,51,2.8,2.2,2.3,3.3
Alderete,DEF,4.0,76,73,69,63,2.8,2.4,3.3,1.9
Sancho,MID,5.9,59,54,49,48,3.0,3.0,2.3,2.2
Hartman,DEF,4.0,81,77,71,72,1.9,2.4,3.2,2.9
Talbi,MID,5.0,68,67,65,62,2.7,2.5,3.0,2.3
Dalot,DEF,4.4,86,67,56,52,3.2,3.7,1.4,2.1
Garnacho,MID,6.4,51,45,38,34,3.1,2.5,2.3,2.6
Sadiki,MID,5.0,88,85,82,82,2.7,2.5,2.9,2.4
Toti,DEF,4.4,79,74,74,69,2.2,2.4,2.9,2.8
Bassey,DEF,4.5,90,85,85,85,2.8,2.6,2.4,2.5
M.Fernandes,MID,5.5,68,63,59,61,2.7,2.3,2.7,2.6
Kayode,DEF,4.5,79,76,72,71,2.9,2.4,2.8,2.0
De Cuyper,DEF,4.4,51,68,67,66,1.7,3.2,2.8,2.3
Diouf,DEF,4.4,89,87,83,77,2.6,1.7,3.0,2.6
Walker,DEF,4.5,91,85,84,84,1.7,2.2,3.1,2.8
Udogie,DEF,4.4,64,61,55,59,3.1,2.4,2.3,2.1
Mavropanos,DEF,4.4,75,68,68,63,2.7,1.8,2.7,2.4
Berge,MID,5.0,79,76,73,73,2.5,2.5,2.3,2.3
Lewis-Potter,DEF,5.0,67,70,66,61,2.7,2.3,2.8,1.9
D. James,MID,5.3,33,46,53,52,1.7,2.4,2.6,2.9
Darlow,GKP,4.0,93,92,56,19,3.4,3.3,2.1,0.8
Adingra,MID,5.3,57,58,55,56,2.4,2.3,2.8,2.1
Isidor,FWD,5.5,71,55,52,43,2.9,2.2,2.7,1.8
Bruun Larsen,MID,5.4,34,57,52,50,1.5,2.6,2.9,2.6
Bergvall,MID,5.4,67,52,53,51,3.1,2.2,2.3,2.1
Digne,DEF,4.5,54,57,52,53,2.6,3.1,1.9,2.0
Gruda,MID,5.4,48,43,48,45,2.3,2.4,2.6,2.3
Barry,FWD,5.8,46,46,48,42,2.7,2.4,2.1,2.3
Scott,MID,5.0,59,54,47,43,2.6,2.6,2.0,2.2
Lammens,GKP,5.0,41,59,83,76,1.5,2.5,2.7,2.8
Mings,DEF,4.5,52,66,58,61,2.3,3.1,2.0,2.0
J. King,MID,4.5,60,53,53,56,2.6,2.3,2.1,2.3
Hannibal,MID,5.0,58,53,56,52,2.1,2.2,2.6,2.3
Murillo,DEF,5.4,17,56,85,82,0.9,2.1,3.2,3.1
Bobb,MID,5.5,52,45,35,29,3.2,2.4,2.1,1.5
J. Henderson,MID,5.0,64,62,61,60,2.5,2.2,2.3,2.1
P.M.Sarr,MID,5.0,31,56,54,53,1.7,2.6,2.5,2.3
Hudson-Odoi,MID,6.0,49,52,46,45,2.7,2.2,2.1,2.0
Kamada,MID,5.0,60,50,50,49,2.6,2.2,2.4,1.9
Shaw,DEF,4.5,72,66,61,56,2.4,3.1,1.4,2.0
Munetsi,MID,5.4,52,44,53,55,2.1,1.9,2.3,2.6
Yoro,DEF,4.5,63,65,60,51,2.3,3.2,1.5,1.9
André,MID,5.4,61,65,60,58,2.1,2.3,2.2,2.2
A.Jimenez,DEF,4.5,57,59,46,34,2.6,2.8,1.8,1.6
D. Gomez,MID,4.9,47,46,49,48,2.0,2.3,2.3,2.2
Bakwa,MID,6.0,44,48,47,44,2.5,2.1,2.1,2.0
Summerville,MID,5.5,54,52,47,47,2.2,1.9,2.3,2.1
Brooks,MID,5.0,58,38,39,33,2.8,2.1,1.9,1.8
Wieffer,MID,4.9,35,49,58,61,1.4,2.2,2.5,2.5
Tchatchoua,DEF,4.5,67,68,62,54,1.7,2.1,2.3,2.3
Igor Jesus,FWD,5.8,39,40,45,46,2.3,1.8,2.1,2.1
Thiaw,DEF,4.9,76,57,39,44,2.5,2.5,1.4,1.9
Keane,DEF,4.5,83,76,12,12,4.1,3.3,0.4,0.5
Tchaouna,MID,4.9,51,40,39,41,2.1,1.9,2.2,2.1
Füllkrug,FWD,5.7,46,45,46,42,2.0,1.8,2.4,2.0
Tanaka,MID,4.9,48,59,57,55,1.8,2.1,2.1,2.2
Bentancur,MID,5.4,55,54,45,48,2.4,2.1,1.8,1.8
Ugochukwu,MID,5.0,60,58,59,63,1.9,1.9,2.1,2.2
Guessand,MID,6.3,40,35,32,29,2.4,2.4,1.8,1.6
Robinson,DEF,5.0,24,56,83,82,0.9,1.9,2.6,2.7
Elanga,MID,6.9,37,39,39,30,1.9,2.4,2.0,1.8
C. Wilson,FWD,5.9,44,46,40,40,2.0,1.8,2.2,2.0
Baleba,MID,4.8,49,46,55,50,1.9,1.9,2.2,2.0
Tolu,FWD,5.5,46,36,42,34,2.1,1.8,2.1,1.9
Maguire,DEF,4.4,67,56,37,29,2.7,2.9,1.1,1.2
Rigg,MID,4.8,50,53,47,48,2.0,2.0,2.1,1.8
Aaronson,MID,5.4,58,36,29,31,2.7,1.9,1.5,1.8
Gusto,DEF,4.9,42,45,44,43,1.9,1.7,1.9,2.4
H.Bueno,DEF,4.4,52,49,46,46,1.7,1.9,2.0,2.2
Florentino,MID,5.0,54,52,53,53,1.9,1.8,2.1,2.0
Schär,DEF,5.5,0,30,75,72,0.0,1.4,2.9,3.5
Bellegarde,MID,5.3,42,42,41,47,1.8,1.9,1.9,2.3
Palmer,MID,10.4,0,0,26,70,0.0,0.0,1.7,6.0
José Sá,GKP,4.5,47,49,59,64,1.4,1.6,2.2,2.5
Christie,MID,5.0,35,40,42,44,1.7,1.9,1.9,2.2
Andrey Santos,MID,4.5,55,40,37,29,2.5,1.8,1.7,1.6
Odobert,MID,5.3,41,36,29,30,2.5,1.9,1.6,1.6
Spence,DEF,4.5,52,46,42,45,2.4,1.8,1.7,1.6
H. Wilson,MID,5.4,40,40,37,35,2.1,2.0,1.8,1.7
J.Murphy,MID,6.3,38,37,36,36,1.8,2.1,1.7,2.0
Hughes,MID,4.9,60,47,46,47,2.2,1.8,1.9,1.6
Raúl,FWD,6.3,34,33,37,39,1.9,1.8,1.9,2.0
Ekitiké,FWD,8.7,0,47,35,38,0.0,2.6,2.4,2.4
Adli,MID,5.5,27,33,33,34,1.6,1.9,1.7,2.1
Mount,MID,5.9,37,33,33,33,1.9,2.1,1.5,1.8
Tielemans,MID,5.9,0,19,77,82,0.0,0.9,3.1,3.2
Maatsen,DEF,4.4,44,42,39,39,2.1,2.2,1.5,1.4
H. Barnes,MID,6.5,33,33,30,29,1.7,2.1,1.6,1.8
Kevin,MID,6.0,27,43,45,41,1.3,2.0,2.0,1.9
Masuaku,DEF,4.0,65,61,56,17,2.2,1.8,2.5,0.5
Stones,DEF,5.5,36,44,42,34,1.8,1.8,1.9,1.4
Gittens,MID,6.2,33,31,25,21,2.0,1.7,1.5,1.6
Merino,MID,5.9,31,28,32,30,1.6,1.8,1.7,1.7
Sangaré,MID,5.0,58,49,40,27,2.4,1.8,1.5,1.1
Hee Chan,MID,5.9,33,24,27,31,1.7,1.4,1.6,1.9
Ugarte,MID,4.9,61,35,33,34,2.4,1.6,1.3,1.4
Acheampong,DEF,4.0,66,65,24,10,2.8,2.4,1.0,0.5
Walker-Peters,DEF,4.4,89,78,39,41,2.4,1.4,1.4,1.3
Hume,DEF,4.5,60,59,45,40,1.9,1.7,2.0,1.0
Geertruida,DEF,4.5,41,51,64,59,1.3,1.3,2.7,1.3
Smith Rowe,MID,5.8,36,36,35,36,1.7,1.7,1.6,1.6
Morato,DEF,4.4,73,40,25,27,3.4,1.3,0.9,0.9
Trossard,MID,6.9,26,27,24,19,1.6,2.1,1.5,1.3
Casemiro,MID,5.5,0,48,44,52,0.0,2.4,1.7,2.3
Ballard,DEF,4.6,43,50,48,45,1.5,1.5,2.1,1.3
Pinnock,DEF,4.4,39,34,45,44,1.6,1.3,2.0,1.5
B. Johnson,MID,7.0,33,27,23,18,2.2,1.6,1.5,1.0
Amad,MID,6.3,0,20,59,56,0.0,1.2,2.4,2.7
Branthwaite,DEF,5.3,0,4,86,87,0.0,0.2,2.6,3.5
Pau,DEF,4.4,49,35,43,43,1.9,1.6,1.4,1.3
F.Kadıoğlu,DEF,4.4,52,38,36,31,1.7,1.8,1.5,1.1
Alcaraz,MID,5.3,22,28,40,23,1.4,1.6,1.8,1.4
Sessegnon,MID,5.4,57,34,25,26,2.3,1.5,1.1,1.2
Dibling,MID,5.5,20,25,48,24,1.3,1.4,2.0,1.4
R.Gomes,DEF,4.5,34,26,33,35,1.3,1.2,1.6,1.9
Trippier,DEF,5.0,47,24,30,30,1.8,1.2,1.2,1.5
Mainoo,MID,4.8,38,33,30,31,1.6,1.6,1.2,1.4
Matheus N.,DEF,5.3,30,34,26,19,1.8,1.6,1.4,0.9
Veltman,DEF,4.4,53,40,25,32,1.7,1.8,1.0,1.1
Bradley,DEF,5.0,42,31,26,22,1.9,1.2,1.3,1.1
Martinelli,MID,6.9,26,26,16,14,1.6,1.9,1.0,1.0
S.Magassa,MID,5.0,46,40,33,28,1.7,1.4,1.3,1.1
N.Gonzalez,MID,5.9,33,30,27,26,1.7,1.4,1.3,1.1
Fer López,MID,5.4,26,23,25,31,1.3,1.2,1.3,1.7
Nketiah,FWD,5.4,20,24,27,27,1.1,1.4,1.6,1.3
Tzimas,FWD,5.4,18,23,22,24,1.1,1.5,1.4,1.4
Kolo Muani,FWD,7.0,0,16,45,36,0.0,0.9,2.5,1.9
C.Jones,MID,5.4,31,22,26,25,1.5,1.1,1.4,1.3
Robertson,DEF,5.8,26,27,31,31,1.2,1.1,1.5,1.5
Cook,MID,4.9,5,23,42,55,0.2,1.0,1.6,2.3
Y. Mosquera,DEF,4.4,28,36,34,33,0.9,1.3,1.4,1.5
Marmoush,MID,8.3,0,0,22,49,0.0,0.0,1.8,3.3
B. White,DEF,5.4,13,20,33,35,0.5,1.1,1.6,1.8
Traoré,MID,5.5,18,23,26,35,0.9,1.1,1.5,1.5
Kovačić,MID,5.9,13,32,32,32,0.7,1.4,1.5,1.4
Longstaff,MID,4.9,34,27,26,32,1.4,1.1,1.1,1.4
Johnstone,GKP,4.5,45,38,29,31,1.4,1.3,1.1,1.2
Piroe,FWD,5.2,18,18,20,24,1.1,1.1,1.2,1.5
Nmecha,FWD,5.0,16,19,20,20,1.0,1.2,1.2,1.4
Wan-Bissaka,DEF,4.3,0,12,61,65,0.0,0.3,2.2,2.2
Gnonto,MID,5.3,0,11,39,38,0.0,0.6,1.9,2.1
Chukwueze,MID,5.5,21,18,24,26,1.2,1.0,1.2,1.3
Aké,DEF,5.4,26,36,23,16,1.3,1.5,1.1,0.7
Souček,MID,5.7,0,0,57,50,0.0,0.0,2.5,2.1
Kalimuendo,FWD,6.0,14,19,20,26,1.0,1.1,1.1,1.4
Malen,MID,5.2,17,19,17,16,1.1,1.4,1.1,1.0
Buendía,MID,5.3,30,26,12,12,1.6,1.5,0.7,0.7
S.Bueno,DEF,4.4,23,26,37,33,0.7,0.9,1.5,1.4
Perri,GKP,4.5,0,0,35,78,0.0,0.0,1.3,3.2
Jensen,MID,4.9,22,24,26,25,1.1,1.1,1.2,1.1
Mayenda,FWD,5.5,18,23,19,23,1.0,1.2,1.2,1.1
Brobbey,FWD,5.5,14,26,24,24,0.8,1.2,1.4,1.1
Tel,MID,6.3,22,21,11,12,1.6,1.3,0.8,0.7
Botman,DEF,4.9,38,33,15,18,1.4,1.6,0.6,0.8
Buonanotte,MID,4.8,0,31,24,17,0.0,1.6,1.4,1.2
Zirkzee,FWD,5.9,18,22,12,18,1.1,1.5,0.6,1.1
Hill,DEF,4.0,29,31,20,17,1.3,1.4,0.8,0.8
Todibo,DEF,4.4,29,34,31,34,1.0,0.9,1.2,1.2
Milner,MID,5.0,25,20,17,24,1.2,1.0,0.9,1.1
Hato,DEF,4.8,19,23,30,25,0.8,0.8,1.2,1.3
Bayindir,GKP,5.0,52,29,15,13,1.9,1.3,0.5,0.5
Carvalho,MID,4.9,18,16,14,17,1.2,0.9,0.9,1.0
Wissa,FWD,7.4,0,0,23,49,0.0,0.0,1.2,2.8
Aït-Nouri,DEF,5.9,0,0,22,57,0.0,0.0,1.3,2.7
Fofana,DEF,4.4,0,0,30,52,0.0,0.0,1.2,2.7
Iroegbunam,MID,4.9,26,23,19,23,1.2,1.0,0.8,1.0
Gruev,MID,4.9,24,23,26,29,0.9,0.9,1.0,1.1
McAtee,MID,5.3,18,17,19,16,1.2,0.9,1.0,0.8
Laurent,MID,4.9,19,25,25,26,0.7,1.0,1.1,1.1
George,MID,4.9,27,12,11,11,1.7,0.7,0.7,0.8
Broja,FWD,5.3,11,13,19,21,0.6,0.8,1.2,1.3
Edwards,MID,4.8,16,16,18,17,0.8,0.9,1.1,1.0
Solanke,FWD,7.2,0,0,21,46,0.0,0.0,1.4,2.5
Savona,DEF,4.5,21,26,29,33,1.0,0.8,1.0,1.0
Adama,MID,5.3,18,16,18,20,1.0,0.8,0.9,1.0
Justin,DEF,4.0,16,21,27,25,0.7,0.8,1.1,1.2
Röhl,MID,5.0,0,8,39,35,0.0,0.5,1.6,1.7
Amadou Onana,MID,4.9,0,11,38,41,0.0,0.5,1.5,1.6
Janelt,MID,4.9,17,21,23,25,0.7,0.9,1.0,1.0
Henry,DEF,4.4,20,24,27,28,0.8,0.8,1.1,0.9
Savinho,MID,6.9,8,14,20,10,0.7,0.9,1.3,0.6
Neil,MID,4.9,19,19,27,33,0.7,0.7,1.0,1.2
Doherty,DEF,4.4,19,22,26,25,0.6,0.8,1.1,1.1
Bijol,DEF,3.9,9,20,31,28,0.3,0.7,1.3,1.3
Cherki,MID,6.3,0,0,19,39,0.0,0.0,1.3,2.3
McNeil,MID,5.7,9,13,29,12,0.6,0.8,1.3,0.7
Lerma,MID,4.9,20,21,20,22,0.8,0.9,0.9,0.9
Igor,DEF,4.5,22,31,33,28,0.7,0.7,1.1,0.9
B.Badiashile,DEF,4.4,7,23,32,22,0.2,0.8,1.3,1.1
Flemming,FWD,5.4,13,14,15,15,0.7,0.8,1.0,0.9
Hutchinson,MID,5.5,12,17,15,18,0.8,0.9,0.8,0.9
Douglas Luiz,MID,5.0,0,0,23,58,0.0,0.0,1.0,2.3
Yates,MID,4.8,20,24,17,9,0.9,1.0,0.7,0.4
Smith,DEF,4.4,0,0,22,53,0.0,0.0,0.8,2.3
J. Gomez,DEF,5.0,13,14,20,26,0.5,0.5,0.9,1.1
J. Harrison,MID,5.3,24,11,8,9,1.3,0.6,0.5,0.6
Tosin,DEF,4.5,0,0,20,40,0.0,0.0,0.9,2.1
Nwaneri,MID,5.3,15,12,10,11,0.8,0.9,0.6,0.7
Madueke,MID,7.0,0,0,13,33,0.0,0.0,0.8,2.2
Lewis-Skelly,DEF,5.3,15,17,12,20,0.6,0.9,0.5,1.0
Ajer,DEF,4.4,15,21,20,24,0.6,0.8,0.8,0.8
Hickey,DEF,4.0,17,22,21,22,0.7,0.7,0.9,0.7
Coppola,DEF,4.4,13,18,15,24,0.5,0.8,0.6,0.9
Willock,MID,5.0,11,15,17,12,0.5,0.8,0.8,0.6
Uche,FWD,5.5,12,11,12,18,0.7,0.6,0.7,0.9
Sonne,DEF,4.0,17,19,17,18,0.5,0.7,0.8,0.8
Marc Guiu,FWD,4.3,6,13,6,10,0.5,0.9,0.5,0.9
Nelson,MID,4.9,2,13,16,17,0.2,0.7,1.0,0.9
C. Mosquera,DEF,5.4,9,16,18,21,0.3,0.8,0.7,1.0
L. Martinez,DEF,4.9,0,0,29,52,0.0,0.0,0.8,2.0
N. Patterson,DEF,4.4,14,22,16,13,0.7,0.9,0.6,0.6
Devenny,MID,4.5,19,11,7,9,1.0,0.6,0.5,0.5
